#漢字	音標	解釋
多	tɔ55	多 多少
升	seŋ55	升 升级
勝	seŋ33	胜 胜败，战胜
勝	seŋ33	胜 胜任
識	sek055	识 认识
式	sek055	式 式样
飾	sek055	饰 装饰
承	seŋ11	承 继承
丞	seŋ11	丞 丞相
殖	tsek022	殖 繁殖
植	tsek022	植 植物
仍	∅ieŋ11	仍 仍然
棘	kʰek055	棘 棘手
極	kek022	极 南极
凝	∅ieŋ11	凝 凝固
興	heŋ55	兴 兴旺
興	heŋ33	兴 高兴
應	∅ieŋ33	应 应对，响应
鷹	∅ieŋ55	鹰 老鹰
應	∅ieŋ55	应 应该
憶	∅iek055	忆 回忆
億	∅iek055	亿 亿万
抑	∅iek055	抑 压抑
蠅	∅ieŋ11	蝇 苍蝇
孕	∅iɐn22	孕 怀孕
翼	∅iek022	翼 机翼
國	kɔk033	国 中国
弘	wəŋ11	弘 弘扬
或	wak022	或 或者
惑	wek022	惑 迷惑
域	wek022	域 地域
百	pak033	百 百姓
許	hy24	许 许多
於	∅y55	于 在于
淤	∅y24	淤 淤泥
余	∅y11	余 姓
餘	∅y11	余 多余
與	∅y33	与 给与；参与
譽	∅y22	誉 荣誉
預	∅y22	预 预备
豫	∅y11	豫 犹豫
夫	fu55	夫 夫妻
膚	fu55	肤 皮肤
府	fu24	府 广府
腑	fu24	腑 五脏六腑
俯	fu24	俯 俯视
甫	pʰou24	甫 杜甫
脯	pʰou24	脯 杏脯
斧	fu24	斧 斧头
付	fu22	付 应付
賦	fu33	赋 天赋
傅	fu22	傅 姓
咐	fu33	咐 吩咐
敷	fu55	敷 敷药
俘	fu55	俘 俘虏
孵	fu55	孵 孵小鸡
麩	fu55	麸 麦麸
撫	fu24	抚 抚养
赴	fu22	赴 奔赴；赴汤蹈火
符	fu11	符 符合
扶	fu11	扶 扶手
芙	fu11	芙 芙蓉
父	fu22	父 父亲
姊	tsɛ24	姊 姊妹
次	tsʰy33	次 名次
瓷	tsʰy11	瓷 陶瓷
糍	tsʰy11	糍 糍粑；糯米糍
自	tsy22	自 自己
私	sy55	私 自私
死	sei24	死 死亡
四	sei33	四 四个
肆	sy33	肆 放肆
致	tsi33	致 导致
遲	tsʰi11	迟 迟到
稚	tsi22	稚 幼稚
師	sy55	师 老师
獅	sy55	狮 狮子
脂	tsi55	脂 脂肪
旨	tsi24	旨 奉旨
指	tsi24	指 手指
至	tsi33	至 至少
示	si22	示 启示
尸	si55	尸 死尸
矢	tsʰi24	矢 有的放矢
屎	si24	屎 狗屎
視	si22	视 近视
嗜	si22	嗜 嗜好
二	∅i22	二 第二
貳	∅i22	二 二心
飢	ki55	饥 饥饿
肌	ki55	肌 肌肉
几	ki55	几 茶几
器	hi33	器 武器
船	syn11	船 轮船
說	syt033	说 小说
軟	∅yn33	软 软硬
捲	kyn24	卷 卷起（动）
眷	kyn33	眷 眷属
卷	kyn24	卷 试卷（名）
絹	kyn33	绢 手绢
圈	hyn55	圈 圆圈
拳	kʰyn11	拳 拳头
權	kʰyn11	权 权力
顴	kʰyn11	颧 颧骨
圈	hyn55	圈 猪圈
倦	kyn22	倦 疲倦
圓	∅yn11	圆 圆圈
員	∅yn11	员 人员
院	∅yn24	院 院子
緣	∅yn11	缘 缘分
沿	∅yn11	沿 沿路
鉛	∅yn11	铅 铅笔
捐	kyn55	捐 捐款
悅	∅yt033	悦 愉悦
閱	∅yt033	阅 阅读
藩	fan11	藩 曾国藩
反	fan24	反 反对
販	fan33	贩 贩卖
髮	fɐt033	发 头发
發	fat033	发 发财
翻	fan55	翻 翻转
番	fan55	番 几番
煩	fan11	烦 麻烦
礬	fan11	矾 明矾
繁	fan11	繁 繁华
飯	fan22	饭 吃饭
伐	fɐt022	伐 讨伐
筏	fɐt022	筏 竹筏
罰	fɐt022	罚 罚款
晚	wan33	晚 晚上
挽	wan33	挽 挽留，挽手
萬	man22	万 一万
蔓	man22	蔓 瓜蔓
襪	mɐt022	袜 袜子
勸	hyn33	劝 规劝
券	kyn33	券 国库券，证券
掘	kwat022	掘 挖掘
元	∅yn11	元 元旦
原	∅yn11	原 原来
源	∅yn11	源 来源
阮	∅yn33	阮 姓
願	∅yn22	愿 愿望
月	∅yt022	月 月亮
喧	syn55	喧 喧闹
冤	∅yn55	冤 冤枉
怨	∅yn33	怨 埋怨
袁	∅yn11	袁 姓
轅	∅yn11	辕 辕门；轩辕
園	∅yn24	园 花园
援	wun22	援 援助
遠	∅yn33	远 远近
鬢	pɐn33	鬓 鬂角
筆	pɐt055	笔 毛笔
畢	pɐt055	毕 毕业
必	pit055	必 必须
匹	pʰɐt055	匹 匹配；一匹布
蘋	pʰəŋ11	苹 苹果
頻	pʰɐn11	频 频繁
貧	pʰɐn11	贫 贫农
弼	pak022	弼 弼马温，任弼时
閩	mɐn11	闽 福建简称
民	mɐn11	民 人民
憫	mɐn33	悯 怜悯
敏	mɐn33	敏 灵敏
抿	mɐn33	抿 小口喝酒
密	mɐt022	密 秘密
蜜	mɐt022	蜜 蜂蜜
鄰	lɐn11	邻 邻居
鱗	lɐn11	鳞 鱼鳞
磷	lɐn11	磷 磷肥
栗	l∅t035	栗 栗子
津	tsɐn55	津 天津
儘	tsɐn22	尽 尽早
進	tsɐn33	进 前进
晉	tsɐn33	晋 魏晋；山西简称
親	tsʰɐn55	亲 亲戚
親	tsʰɐn55	亲 亲家
七	tsʰɐt055	七 第七
震	tsɐn33	震 地震
質	tsɐt055	质 质量
神	sɐn11	神 精神
實	sɐt022	实 老实
身	sɐn55	身 身体
申	sɐn55	申 申请
伸	sɐn55	伸 伸手
娠	sɐn11	娠 妊娠
失	sɐt055	失 失去
辰	sɐn11	辰 时辰
晨	sɐn11	晨 早晨
臣	sɐn11	臣 大臣
腎	sɐn22	肾 肾脏，肾虚
愼	sɐn22	慎 慎重
人	∅iɐn11	人 人民
仁	∅iɐn11	仁 仁义
忍	∅iɐn24	忍 忍住
刃	∅iɐn22	刃 刀刃
認	∅ieŋ22	认 认得
韌	∅iɐn22	韧 坚韧
日	∅iɐt022	日 日期
巾	kɐn55	巾 毛巾
緊	kɐn24	紧 紧张
吉	kɐt055	吉 吉利
僅	kɐn24	仅 不仅
銀	ŋɐn11	银 银行
釁	∅iɐn22	衅 挑衅
因	∅iɐn55	因 原因
姻	∅iɐn55	姻 婚姻
洇	∅iɐn33	洇 液体向四周散开或渗透
印	∅iɐn33	印 手印
一	∅iɐt055	一 一定
乙	∅yt033	乙 天干
寅	∅iɐn11	寅 地支
引	∅iɐn24	引 吸引
逸	∅iɐt022	逸 劳逸结合
斤	kɐn55	斤 斤两
筋	kɐn55	筋 筋骨
謹	kɐn24	谨 谨慎
勁	keŋ22	劲 劲敌
乞	hɐt055	乞 乞讨
勤	kʰɐn11	勤 辛勤
芹	kʰɐn11	芹 芹菜
近	kɐn22	近 远近
欣	∅iɐn55	欣 欣欣向荣
殷	∅iɐn55	殷 殷勤；姓
隱	∅iɐn24	隐 隐身，隐形
癮	∅iɐn33	瘾 烟瘾
奔	pɐn55	奔 东奔西走
本	pun24	本 书本
逩	pɐn55	奔 投奔，奔六十岁
不	pɐt055	不 不过，不是
噴	pʰɐn33	喷 喷水
猝	tsʰyt033	猝 仓猝
存	tsʰyn11	存 存折
孫	syn55	孙 子孙
損	syn24	损 损坏
遜	sɐn33	遜 谦逊
昆	kwʰɐn55	昆 昆虫
崑	kwʰɐn55	昆 昆仑
滾	kwʰɐn24	滚 滚动
棍	kwɐn33	棍 棍棒
骨	kwɐt055	骨 骨头
坤	kwʰɐn55	坤 乾坤
綑	kwʰɐn24	捆 捆住
困	kwʰɐn33	困 困难
睏	kwʰɐn33	睏 睏觉（睡觉），犯睏
窟	wɐt055	窟 窟窿，屎窟
昏	wɐn55	昏 黄昏
婚	wɐn55	婚 结婚
忽	wɐt055	忽 忽然
魂	wɐn11	魂 鬼魂
餛	wɐn11	馄 馄饨
渾	wɐn22	浑 浑浊，水浑
混	wɐn22	混 相混，混淆
核	hɐt022	核 果核
溫	wɐn55	温 温度
瘟	wɐn55	瘟 鸡瘟
穩	wɐn24	稳 稳定
倫	lɐn11	伦 伦理
棄	hi33	弃 放弃
伊	∅i55	伊 伊犁
夷	∅i11	夷 化险为夷
姨	∅i55	姨 阿姨
姨	∅i11	姨 姨丈
你	nei33	你 你们
厘	lei11	厘 厘米
狸	lei11	狸 狐狸
李	lei33	李 姓
里	lei33	里 公里
裏	loi33	里 里面
理	lei33	理 道理
鯉	lei33	鲤 鲤鱼
吏	lei22	吏 官吏
兹	tsy55	兹 公文用语
滋	tsy55	滋 滋润
子	tsy24	子 孔子；子孙
梓	tsy24	梓 桑梓
慈	tsʰy11	慈 慈悲
磁	tsʰy11	磁 磁铁
字	tsy22	字 文字
司	sy55	司 公司
絲	sy55	丝 丝绸
思	sy55	思 思念
伺	tsy22	伺 伺机应变
思	sy55	思 意思
辭	tsʰy11	辞 告辞
詞	tsʰy11	词 歌词
祠	tsʰy11	祠 祠堂
越	∅yt022	越 越来越
曰	∅i∅k033	曰 子曰
粵	∅yt033	粵 粤菜
决	kʰyt033	决 决定
訣	kʰyt033	诀 口诀
犬	hyn24	犬 狗
缺	kʰyt033	缺 缺钱，缺口
血	hyt033	血 流血
玄	∅yn11	玄 玄妙
懸	∅yn11	悬 悬崖
縣	∅yn24	县 行政单位
眩	∅yn11	眩 眩目，晕眩
穴	∅yt033	穴 穴位
淵	∅yn55	渊 深渊
吞	tʰɐn55	吞 吞口水
跟	kɐn55	跟 跟随
根	kɐn55	根 树根
懇	hɐn24	恳 恳求
墾	hɐn24	垦 开垦
啃	heŋ24	啃 啃树皮
痕	hɐn22	痕 痕迹
很	hɐn24	很 很多
恨	hɐn22	恨 仇恨
恩	∅iɐn55	恩 恩德
彬	pɐn55	彬 文质彬彬
賓	pɐn55	宾 贵宾
檳	pɐn55	槟 槟榔
殯	pɐn33	殡 出殡
漆	tsʰɐt055	漆 油漆
秦	tsʰɐn11	秦 秦国；姓
盡	tsɐn22	尽 尽力；尽头
疾	tsɐt022	疾 疾病
薪	sɐn55	薪 薪水
辛	sɐn55	辛 辛苦
新	sɐn55	新 新旧
信	sɐn33	信 相信
訊	sɐn33	讯 通讯
悉	sek055	悉 熟悉
膝	tsʰɐt055	膝 膝盖
珍	tsɐn55	珍 珍珠
鎭	tsɐn33	镇 镇压
趁	tsʰɐn33	趁 趁机
陳	tsʰɐn11	陈 陈年
塵	tsʰɐn11	尘 灰尘
陣	tsɐn22	阵 阵雨
侄	tsɐt022	侄 侄子
秩	tit033	秩 秩序
臻	tsɐn55	臻 聂荣臻
襯	tsʰɐn33	衬 衬衫
蝨	sɐt055	虱 虱子
眞	tsɐn55	真 真假
診	tsʰɐn24	诊 急诊
疹	tsʰɐn24	疹 麻疹
振	tsɐn33	振 振动
噴	pʰɐn33	喷 喷香；喷嚏
盆	pʰun11	盆 脸盆
笨	pɐn22	笨 笨蛋
勃	put022	勃 勃然大怒
門	mun11	门 关门
悶	mun22	闷 闷热
沒	mut022	没 沉没
敦	tɐn55	敦 敦厚
墩	tɐn24	墩 桥墩
頓	tɐn22	顿 停顿
褪	tʰoi33	褪 褪色；褪戒指
屯	tʰɐn11	屯 屯田
豚	tʰyn11	豚 海豚
飩	tɐn11	饨 馄饨
炖	tɐn22	炖 炖蛋，炖鸡
囤	tʰyn11	囤 囤积
盾	tʰɐn33	盾 矛盾
鈍	tɐn22	钝 迟钝
突	tyt033	突 突然
凸	tyt033	凸 凸起
嫩	nyn22	嫩 稚嫩，菜嫩
論	lɐn22	论 论语
侖	lɐn11	仑 昆仑
論	lɐn22	论 讨论，论文
尊	tsyn55	尊 尊敬
卒	ts∅t055	卒 兵卒
村	tsʰyn55	村 村庄
寸	tsʰyn33	寸 尺寸
淪	lɐn11	沦 沉沦
輪	lɐn11	轮 车轮
律	lyt033	律 纪律
率	s∅t055	率 率领
遵	tsɐn55	遵 遵守
俊	tsɐn33	俊 英俊
詢	sɐn33	询 询问
筍	sɐn24	笋 竹笋
榫	sɐn24	榫 榫头
迅	sɐn33	迅 迅速
浚	tsɐn33	浚 疏浚，浚河
戌	s∅t055	戌 戊戌变法
恤	s∅t055	恤 体恤
旬	tsʰɐn11	旬 上旬
循	tsʰɐn11	循 循环
巡	tsʰɐn11	巡 巡逻
殉	sɐn55	殉 殉职
椿	tsʰɐn55	椿 椿树，香椿
朮	s∅t022	朮 白朮
率	l∅t035	率 效率
蟀	s∅t055	蟀 蟋蟀
準	tsɐn24	准 标准，准则
准	tsɐn24	准 准确；准许
圳	tsɐn33	圳 深圳；田中小沟
春	tsʰɐn55	春 春秋
蠢	tsʰɐn24	蠢 愚蠢
出	tsʰyt055	出 出去
穀	kok055	谷 稻谷
谷	kok055	谷 山谷
空	hoŋ55	空 空虚
孔	kʰoŋ24	孔 孔子
控	hoŋ33	控 控制
空	hoŋ55	空 亏空
哭	hok055	哭 痛哭
烘	hoŋ33	烘 烘干
哄	hoŋ33	哄 哄骗
紅	hoŋ11	红 红色
洪	hoŋ11	洪 洪水
鴻	hoŋ11	鸿 大展鸿图
虹	hoŋ11	虹 天上的虹
汞	hoŋ55	汞 红汞
鬨	hoŋ55	哄 内哄，起哄
翁	∅ioŋ55	翁 老翁；姓
瓮	∅oŋ33	瓮 米瓮
屋	∅ok055	屋 房屋
冬	toŋ55	冬 冬至
篤	tok055	笃 笃信
督	tok055	督 监督
統	tʰoŋ24	统 统一
毒	tok022	毒 毒药
農	noŋ11	农 农村
膿	noŋ11	脓 化脓
宗	tsoŋ55	宗 祖宗
綜	tsoŋ55	综 织布机上的综
鬆	soŋ55	松 松紧，放松
宋	soŋ33	宋 宋朝
酷	hok022	酷 残酷
沃	∅iok055	沃 肥沃
風	foŋ55	风 风气
楓	foŋ55	枫 枫树
瘋	foŋ55	疯 发疯
諷	foŋ33	讽 讽刺
福	fok055	福 福气
幅	fok055	幅 幅度
蝠	fok055	蝠 蝙蝠
複	fok055	复 重复，复印
腹	fok055	腹 心腹
豐	foŋ55	丰 丰衣足食
覆	fok055	覆 反覆
馮	foŋ11	冯 姓
鳳	foŋ22	凤 凤凰
服	fok022	服 服务
伏	fok022	伏 三伏
復	fok022	复 复原，恢复
袱	fok022	袱 包袱
夢	moŋ22	梦 做梦
目	mok022	目 目的
穆	mok022	穆 姓
牧	mok022	牧 畜牧
隆	loŋ11	隆 兴隆
六	lok022	六 第六
陸	lok022	陆 大陆
弓	koŋ55	弓 弓箭
躬	koŋ55	躬 鞠躬
宮	koŋ55	宫 天宫，宫殿
菊	kok055	菊 菊花
窮	kʰoŋ11	穷 穷人
畜	tsʰok055	畜 畜牧
蓄	tsʰok055	蓄 储蓄
郁	wɐt055	郁 忧郁；郁南
熊	hoŋ11	熊 熊猫
雄	hoŋ11	雄 英雄
融	∅ioŋ11	融 融化
育	∅iok022	育 教育
封	foŋ55	封 开封
峯	foŋ55	峰 山峰
蜂	foŋ55	蜂 蜜蜂
鋒	foŋ55	锋 锋利
捧	poŋ24	捧 捧走
逢	foŋ11	逢 相逢
縫	foŋ11	缝 缝衣服
奉	foŋ22	奉 奉献，奉承
俸	foŋ24	俸 俸禄
濃	noŋ11	浓 浓厚
龍	loŋ11	龙 龙头
壟	loŋ33	垄 垄断
綠	lok022	绿 碧绿
錄	lok022	录 记录
蹤	tsoŋ55	踪 踪迹
嵩	soŋ55	嵩 嵩山
肅	sok055	肃 严肃
宿	sok055	宿 星宿
中	tsoŋ55	中 当中，中秋
忠	tsoŋ55	忠 忠心
衷	tsʰoŋ55	衷 衷心，初衷
中	tsoŋ33	中 射中，中状元
竹	tsok055	竹 竹子
築	tsok055	筑 建筑
畜	tsʰok055	畜 牲畜
蟲	tsʰoŋ11	虫 虫子
仲	tsoŋ22	仲 杜仲
逐	tsok022	逐 驱逐
軸	tsok022	轴 轴承
崇	soŋ11	崇 崇高
縮	sok055	缩 缩小
終	tsoŋ55	终 终于
衆	tsoŋ33	众 群众
祝	tsok055	祝 庆祝
粥	tsok055	粥 煮粥
充	tsʰoŋ55	充 充分
叔	sok055	叔 叔叔
熟	sok022	熟 煮熟
淑	sok033	淑 淑女；人名
戎	∅ioŋ11	戎 戎马
絨	∅ioŋ11	绒 绒毛
肉	∅iok033	肉 肉体
縱	tsoŋ55	纵 纵横
縱	tsoŋ33	纵 放纵
足	tsok055	足 满足
從	tsʰoŋ11	从 从容
促	tsʰok055	促 促进
從	tsʰoŋ11	从 跟从
慫	soŋ24	怂 怂恿
粟	sok055	粟 高粱粟；玉米
松	tsʰoŋ11	松 松树
誦	tsoŋ22	诵 朗诵
頌	tsoŋ22	颂 歌颂
訟	tsoŋ22	讼 诉讼
俗	tsok022	俗 风俗
續	tsok022	续 连续
寵	tsʰoŋ24	宠 宠爱
重	tsʰoŋ33	重 轻重
重	tsoŋ22	重 重要
重	tsʰoŋ11	重 重复
鐘	tsoŋ55	钟 闹钟
鍾	tsoŋ55	钟 钟爱
盅	tsoŋ55	盅 酒盅
種	tsoŋ24	种 种类（名、量）
腫	tsoŋ24	肿 臃肿
種	tsoŋ33	种 种树（动）
燭	tsok055	烛 蜡烛
囑	tsok055	嘱 遗嘱
衝	tsʰoŋ55	冲 冲锋
觸	tsok055	触 接触
贖	sok022	赎 赎罪
舂	tsoŋ55	舂 舂米
束	tsʰok055	束 装束
蜀	sok033	蜀 蜀国
屬	sok033	属 家属
茸	∅ioŋ11	茸 参茸
辱	∅iok022	辱 侮辱
褥	∅iok022	褥 被褥
恭	koŋ55	恭 恭敬
供	koŋ55	供 供给，供不起
拱	koŋ24	拱 拱手
鞏	koŋ24	巩 巩固
供	koŋ55	供 上供
恐	hoŋ24	恐 恐怕
曲	kʰok055	曲 曲折，歌曲
共	koŋ22	共 共同
局	kok022	局 局部
玉	∅iok022	玉 玉器
獄	∅iok022	狱 监狱
胸	hoŋ55	胸 心胸
凶	hoŋ55	凶 吉凶
兇	hoŋ55	凶 凶恶，很凶
旭	∅iok055	旭 旭日
雍	∅ioŋ55	雍 雍正
癰	∅ioŋ24	痈 恶性脓疮
枱	tʰoi11	枱[桌子]
舦	tʰai33	舦[舵]
捭	pʰei55	捭[削]
咪	mei55	咪[麦克风]
睇	tʰɐi24	睇[看]
脢	moi11	脢[背脊肉]
癐	kui33	癐[累]
髀	pei24	髀[大腿]
畀	pei24	畀[给、被]
洱	lei24	洱（普~茶）
煲	pau55	煲（～汤）
冇	mau33	冇[没有]（~钱、~人）
佬	lau24	佬（肥～）
蠔	hau11	耗（生~、~油）
拗	∅au33	拗（～颈）
裱	piu24	裱（～画）
嫽	liu11	嫽[调戏、逗弄]
撬	kiu33	撬
踎	mou55	踎[蹲]
竇	tou22	窦[鸟窝]
褸	lɐu55	褛(大～；蒙盖：～住)
睺	hɐu55	睺（注意；希冀）
嬲	nɐu55	嬲[恼怒]
邱	∅iɐu55	邱[姓]
抌	tɐm24	抌(用手锤：～心～肺)
腩	nam33	腩（腹肉：肚～）
扻	kʰɐm24	扻（掴：～一巴）
啱	ŋam55	啱[合适]
啖	tam22	啖[量]（头~汤、敨~气）
噉	kam24	[这样]
冚	kʰɐm24	冚[盖]
檻	lam33	槛（门～）
鯰	nim11	鲇（～鱼）
諗	nɐm24	谂[思考]
腍	nɐm22	腍[黏而软]
緝	tsʰɐp055	缉（通～）
笪	tat033	笪（竹～）
邋	lat033	邋（～遢）
綻	tsan24	绽（破~、~线、~放）
梘	kan24	枧（番～）
慳	han55	悭[节省]（~钱）
柏	pʰak033	柏 柏树
伯	pʰak033	伯 伯父
迫	pek055	迫 迫害
烹	pʰəŋ55	烹 烹调
碰	pʰoŋ33	碰 碰到
拍	pʰak033	拍 拍球
珀	pʰak033	珀 琥珀
魄	pʰak033	魄 魂魄
彭	pʰaŋ11	彭 姓
幕	mɔk022	幕 谢幕
寞	mɔk033	寞 寂寞
摸	mɔ24	摸 偷偷摸摸
當	tɔŋ55	当 当时；应当
黨	tɔŋ24	党 党员
擋	tɔŋ24	挡 阻挡
當	tɔŋ33	当 当铺；当作
檔	tɔŋ24	档 档案
湯	tʰɔŋ55	汤 喝汤；姓
倘	tʰɔŋ24	倘 倘若
躺	tʰɔŋ24	躺 躺下
燙	tʰɔŋ33	烫 烫手
趟	tʰɔŋ33	趟 一趟
託	tʰɔk033	托 推托，寄托
托	tʰɔk033	托 托盘，托下巴
堂	tʰɔŋ11	堂 堂兄
棠	tʰɔŋ11	棠 海棠
螳	tʰɔŋ11	螳 螳螂
藏	tsʰɔŋ11	藏 隐藏
藏	tsɔŋ22	藏 西藏
臟	tsɔŋ22	脏 内脏
鑿	tsɔk022	凿 用凿子凿
昨	tsɔk022	昨 昨天
桑	sɔŋ55	桑 桑树
喪	sɔŋ33	丧 婚丧，丧事
鵲	tsiɔk033	鹊 喜鹊
牆	tsʰiɔŋ11	墙 墙壁
匠	tsiɔŋ22	匠 木匠
嚼	tsiɔk033	嚼 嚼碎，咀嚼
相	siɔŋ55	相 互相
箱	siɔŋ55	箱 箱子
廂	siɔŋ55	厢 车厢
湘	siɔŋ55	湘 湖南简称
襄	siɔŋ55	襄 襄阳
鑲	siɔŋ55	镶 镶牙
想	siɔŋ24	想 想念
相	siɔŋ33	相 相貌，看相
削	siɔk033	削 剥削
詳	tsʰiɔŋ11	详 详细
祥	tsʰiɔŋ11	祥 慈祥
象	tsiɔŋ22	象 大象
像	tsiɔŋ22	像 像章，相像
橡	tsiɔŋ22	橡 橡胶；橡树
張	tsiɔŋ55	张 一张纸；姓
長	tsʰiɔŋ11	长 长短
漲	tsiɔŋ33	涨 涨价
帳	tsiɔŋ33	帐 蚊帐
賬	tsiɔŋ33	账 算账
脹	tsiɔŋ33	胀 肿胀
着	tsiɔk033	着 着衣，着装
暢	tsʰiɔŋ33	畅 畅快
長	tsiɔŋ24	长 生长
腸	tsʰiɔŋ11	肠 肠胃
場	tsʰiɔŋ11	场 场地
丈	tsiɔŋ22	丈 一丈；老丈人
仗	tsiɔŋ33	仗 打仗
杖	tsiɔŋ24	杖 拐杖
着	tsiɔk022	着 睡着；着火
莊	tsɔŋ55	庄 村庄
裝	tsɔŋ55	装 假装
妝	tsɔŋ55	妆 化妆
壯	tsɔŋ33	壮 壮大，强壮
瘡	tsʰɔŋ55	疮 痔疮
闖	tsʰɔŋ24	闯 闯祸
創	tsʰɔŋ33	创 创造
牀	tsʰɔŋ11	床 机床
狀	tsɔŋ22	状 状元
霜	sɔŋ55	霜 落霜，霜降
孀	siɔŋ55	孀 遗孀
擁	∅ioŋ24	拥 拥护
壅	∅oŋ55	壅 壅肥（施肥），壅人（埋人）
容	∅ioŋ11	容 容易
蓉	∅ioŋ11	蓉 芙蓉
庸	∅ioŋ11	庸 平庸
溶	∅ioŋ11	溶 溶化
熔	∅ioŋ11	熔 熔化
甬	∅ioŋ24	甬 甬道
勇	∅ioŋ33	勇 勇敢
涌	∅ioŋ24	涌 涌现
用	∅ioŋ22	用 用处
欲	∅iok022	欲 欲速则不达
慾	∅iok022	欲 欲望
浴	∅iok022	浴 沐浴
挪	nɔ11	挪
攞	lɔ24	攞[拿]
嗰	kɔ33	嗰[那，代词]
屙	∅ɔ55	屙 （～屎）
欛	pɛŋ33	柄(斧~、刀~)
掱	pʰa22	掱[扒手]
鈀	pʰa22	农具
孖	ma55	孖[双、对]
乸	na24	乸[雌性]
摣	tsa55	揸（～车）
嘢	∅iɛ33	嘢[东西]
搴	kʰin24	搴[揭开]
跣	sin55	跣[滑]
攢	tsan24	攒（积～）
奀	ŋɐn55	奀（～细）
扤	ŋɐn33	扤（摇动：～脚）
乜	mɐt055	乜[什么]
圂	wɐn33	圂（关禁：～住）
搵	wɐn24	揾[找]
樽	tsɐn55	樽[瓶子]
劏	tʰɔŋ55	劏[宰杀]
螂	lɔŋ11	螂（螳 ~）
胳	kak033	胳（~膊、~肢窝）
斫	tsam24	斫[用刀斧砍]（~ 柴）
逛	kwaŋ33	逛（～街）
肨	pun33	肨（～大海）
戥	seŋ55	戥[秤]（厘 ~）
簕	lak033	簕[刺]（~ 瓜、~ 杜鹃）
唐	tʰɔŋ11	唐 唐朝
糖	tʰɔŋ11	糖 糖果
塘	tʰɔŋ11	塘 池塘
蕩	tɔŋ22	荡 放荡
鐸	tɔk022	铎 木铎，铃铎
踱	tɔk022	踱 踱方步
囊	nɔŋ11	囊 行囊
諾	nɔk022	诺 承诺
郞	lɔŋ11	郎 郎中
廊	lɔŋ11	廊 走廊
狼	lɔŋ11	狼 豺狼
朗	lɔŋ33	朗 明朗
浪	lɔŋ22	浪 浪费
晾	lɔŋ33	晾 晾衣服
落	lɔk022	落 下落
烙	lɔk033	烙 烙印
駱	lɔk033	骆 骆驼
洛	lɔk033	洛 洛阳
絡	lɔk033	络 联络
樂	lɔk022	乐 快乐
贓	tsɔŋ55	赃 赃款
髒	tsɔŋ33	脏 肮脏
葬	tsɔŋ33	葬 埋葬
作	tsɔk033	作 工作
倉	tsʰɔŋ55	仓 仓库
蒼	tsʰɔŋ55	苍 苍白
艙	tsʰɔŋ55	舱 船舱
錯	tsʰɔ33	错 错杂
爽	sɔŋ24	爽 爽快
章	tsiɔŋ55	章 文章
樟	tsiɔŋ55	樟 樟树
掌	tsiɔŋ24	掌 巴掌
障	tsiɔŋ33	障 保障
瘴	tsiɔŋ33	瘴 瘴气
酌	tsiɔk022	酌 酌情
昌	tsʰiɔŋ55	昌 昌盛
養	∅iɔŋ33	养 养猪
癢	∅iɔŋ33	痒 皮肤痒
樣	∅iɔŋ22	样 样子
藥	∅iɔk022	药 吃药
躍	∅iɔk033	跃 跳跃
光	kwɔŋ55	光 阳光
廣	kwɔŋ24	广 广东
郭	kɔk033	郭 姓
曠	kʰɔŋ33	旷 旷工
廓	kʰɔk033	廓 轮廓
擴	kʰɔŋ33	扩 扩充
荒	fɔŋ55	荒 荒地
慌	fɔŋ55	慌 心慌
謊	fɔŋ55	谎 说谎
霍	fɔk033	霍 霍乱
藿	fɔk033	藿 藿香
黃	wɔŋ11	黄 黄色
簧	wɔŋ11	簧 弹簧
皇	wɔŋ11	皇 皇帝
蝗	wɔŋ11	蝗 蝗虫
凰	wɔŋ11	凰 凤凰
晃	fɔŋ24	晃 晃动，晃眼
鑊	wɔk022	镬 锅（炒菜用）
汪	wɔŋ55	汪 汪洋
方	fɔŋ55	方 地方
肪	fɔŋ55	肪 脂肪
坊	fɔŋ55	坊 作坊
倣	fɔŋ24	仿 仿效
放	fɔŋ33	放 放手
芳	fɔŋ55	芳 芳香
妨	fɔŋ11	妨 妨害，不妨
紡	fɔŋ24	纺 纺织
仿	fɔŋ24	仿 相仿，仿照
彷	fɔŋ24	仿 仿佛
訪	fɔŋ24	访 访问
房	fɔŋ11	房 房间
防	fɔŋ11	防 防止
亡	mɔŋ11	亡 死亡
芒	mɔŋ11	芒 麦芒，锋芒毕露
網	mɔŋ33	网 鱼网
忘	mɔŋ11	忘 忘记
妄	mɔŋ33	妄 狂妄
望	mɔŋ22	望 希望
匡	hɔŋ55	匡 赵匡胤
筐	hɔŋ55	筐 箩筐
眶	hɔŋ55	眶 眼眶
框	hɔŋ55	框 门框
狂	kʰɔŋ11	狂 发狂
况	fɔŋ33	况 情况
枉	wɔŋ24	枉 冤枉
王	wɔŋ11	王 姓；大王
往	wɔŋ33	往 来往
旺	wɔŋ22	旺 兴旺
得	tɐk055	得 得到
德	tɐk055	德 道德
騰	tʰeŋ11	腾 奔腾
藤	tʰeŋ11	藤 藤椅
疼	tʰeŋ11	疼 疼痛
鄧	təŋ22	邓 姓
澄	tsʰeŋ11	澄 澄清
特	tɐk022	特 特别
能	nəŋ11	能 才能
棱	leŋ11	棱 棱角
肋	lak033	肋 肋骨
勒	lak033	勒 勒索
曾	tsəŋ55	曾 姓
增	tsəŋ55	增 增加
