#漢字	音標	解釋
多	tɔ55	多 多少
祥	siɔŋ21	祥 慈祥
象	tsœŋ22	象 大象
像	tsœŋ22	像 像章，相像
橡	tsœŋ22	橡 橡胶；橡树
張	tsœŋ55	张 一张纸；姓
長	tsʰœŋ21	长 长短
漲	tsœŋ33	涨 涨价
帳	tsœŋ33	帐 蚊帐
賬	tsœŋ33	账 算账
脹	tsœŋ33	胀 肿胀
着	tsœk033	着 着衣，着装
暢	tsʰœŋ33	畅 畅快
長	tsœŋ35	长 生长
腸	tsʰœŋ21	肠 肠胃
場	tsʰœŋ21	场 场地
丈	tsœŋ22	丈 一丈；老丈人
仗	tsœŋ33	仗 打仗
杖	tsœŋ22	杖 拐杖
着	tsœk022	着 睡着；着火
莊	tsɔŋ55	庄 村庄
裝	tsɔŋ55	装 假装
妝	tsɔŋ55	妆 化妆
壯	tsɔŋ33	壮 壮大，强壮
瘡	tsʰɔŋ55	疮 痔疮
闖	tsʰɔŋ35	闯 闯祸
創	tsʰɔŋ33	创 创造
牀	tsʰɔŋ21	床 机床
狀	tsɔŋ22	状 状元
霜	sœŋ55	霜 落霜，霜降
孀	sœŋ55	孀 遗孀
爽	sɔŋ35	爽 爽快
章	tsœŋ55	章 文章
樟	tsœŋ55	樟 樟树
掌	tsœŋ35	掌 巴掌
障	tsœŋ33	障 保障
瘴	tsœŋ33	瘴 瘴气
酌	tsœk033	酌 酌情
昌	tsʰœŋ55	昌 昌盛
菖	tsʰœŋ55	菖 菖蒲
娼	tsʰœŋ55	娼 娼妓
厰	tsʰɔŋ35	厂 厂长
唱	tsʰœŋ33	唱 唱歌
倡	tsʰœŋ55	倡 提倡
綽	tsʰœk033	绰 绰号；绰绰有余
焯	tsʰœk033	焯 把菜放在开水里焯一焯
商	sœŋ55	商 商业
傷	sœŋ55	伤 伤害
賞	sœŋ35	赏 欣赏
晌	hœŋ35	晌 晌午
餉	hœŋ35	饷 军饷
常	sœŋ21	常 经常
嘗	sœŋ21	尝 品尝
裳	sœŋ21	裳 衣裳
償	sœŋ21	偿 赔偿
上	sœŋ24	上 上山（动）
尙	sœŋ35	尚 和尚
上	sœŋ22	上 上面（名）
勺	sɔk033	勺 饭勺，勺子
芍	tsœk033	芍 芍药花；白芍
瓤	lɔŋ21	瓤 瓜瓤
壤	jœŋ22	壤 土壤
讓	jœŋ22	让 让座
若	jœk022	若 若无其事
弱	jœk022	弱 弱点
疆	kœŋ55	疆 新疆
僵	kʰœŋ55	僵 僵硬
薑	kœŋ55	姜 生姜
繮	kœŋ55	缰 缰绳
姜	kœŋ55	姜 姜太公，姓
脚	kœk033	脚 赤脚
卻	kʰœk033	却 退却
强	kʰœŋ21	强 强大
强	kʰœŋ35	强 勉强
仰	jœŋ24	仰 仰视
虐	jœk033	虐 虐待
瘧	jœk033	疟 疟疾
香	hœŋ55	香 香气
鄕	hœŋ55	乡 乡下
享	hœŋ35	享 分享
響	hœŋ35	响 音响
向	hœŋ33	向 向前
央	jœŋ55	央 中央
秧	jœŋ55	秧 插秧
殃	jœŋ55	殃 遭殃
約	jœk033	约 约定
羊	jœŋ21	羊 绵羊
洋	jœŋ21	洋 海洋
楊	jœŋ21	杨 杨树
陽	jœŋ21	阳 太阳
揚	jœŋ21	扬 发扬
瘍	jœŋ21	疡 溃疡
養	jœŋ24	养 养猪
癢	jœŋ24	痒 皮肤痒
樣	jœŋ22	样 样子
藥	jœk022	药 吃药
躍	jœk022	跃 跳跃
光	kɔŋ55	光 阳光
廣	kɔŋ35	广 广东
郭	kɔk033	郭 姓
曠	kʰɔŋ33	旷 旷工
廓	kʰɔk033	廓 轮廓
擴	kʰɔŋ33	扩 扩充
荒	fɔŋ55	荒 荒地
慌	fɔŋ55	慌 心慌
謊	fɔŋ35	谎 说谎
霍	fɔk033	霍 霍乱
藿	fɔk033	藿 藿香
黃	wɔŋ21	黄 黄色
簧	wɔŋ35	簧 弹簧
皇	wɔŋ21	皇 皇帝
蝗	wɔŋ21	蝗 蝗虫
凰	wɔŋ21	凰 凤凰
晃	fɔŋ35	晃 晃动，晃眼
鑊	wɔk022	镬 锅（炒菜用）
汪	wɔŋ55	汪 汪洋
方	fɔŋ55	方 地方
肪	fɔŋ55	肪 脂肪
坊	fɔŋ35	坊 作坊
倣	fɔŋ35	仿 仿效
放	fɔŋ33	放 放手
芳	fɔŋ55	芳 芳香
妨	fɔŋ21	妨 妨害，不妨
紡	fɔŋ35	纺 纺织
仿	fɔŋ35	仿 相仿，仿照
彷	fɔŋ35	仿 仿佛
訪	fɔŋ35	访 访问
房	fɔŋ21	房 房间
防	fɔŋ21	防 防止
亡	mɔŋ21	亡 死亡
芒	mɔŋ21	芒 麦芒，锋芒毕露
網	mɔŋ24	网 鱼网
忘	mɔŋ21	忘 忘记
妄	mɔŋ24	妄 狂妄
望	mɔŋ22	望 希望
匡	hɔŋ55	匡 赵匡胤
筐	hɔŋ55	筐 箩筐
眶	hɔŋ55	眶 眼眶
框	hɔŋ55	框 门框
狂	kʰɔŋ21	狂 发狂
况	kʰɔŋ33	况 情况
枉	wɔŋ35	枉 冤枉
王	wɔŋ21	王 姓；大王
往	wɔŋ24	往 来往
旺	wɔŋ22	旺 兴旺
邦	pɔŋ55	邦 城邦；刘邦
綁	pɔŋ35	绑 松绑
剝	mɔk055	剥 剥削
駁	pɔk033	驳 反驳
胖	pun22	胖 肥胖
樸	pʰɔk033	朴 朴素
龐	pʰɔŋ21	庞 庞大
棒	pʰaŋ35	棒 木棒
蚌	pʰɔŋ24	蚌 蚌壳
雹	pɔk033	雹 冰雹
樁	tsɔŋ55	桩 打桩
桌	tsœk033	桌 书桌
卓	tsʰœk033	卓 卓越
琢	tœk033	琢 琢磨
啄	tœk033	啄 啄木鸟
撞	tsɔŋ22	撞 碰撞
濁	tsok022	浊 清浊，浑浊
捉	tsok055	捉 捕捉
窗	tsœŋ55	窗 窗户
鐲	tsok055	镯 镯子，手镯
雙	sœŋ55	双 一双
朔	sɔk033	朔 朔月（初一）
江	kɔŋ55	江 长江
扛	kɔŋ55	扛 肩扛
肛	kɔŋ55	肛 肛门
講	kɔŋ35	讲 讲话
港	kɔŋ35	港 港口
降	kɔŋ33	降 下降
虹	hoŋ21	虹 彩虹
覺	kɔk022	觉 知觉
角	kɔk022	角 角色
餃	kau35	饺 水饺
腔	hoŋ55	腔 口腔
確	kʰɔk033	确 的确
殼	hɔk033	壳 蛋壳
嶽	ŋɔk033	岳 五岳
岳	ŋɔk033	岳 姓
樂	ŋɔk022	乐 音乐
降	hɔŋ21	降 投降
項	hɔŋ22	项 项链
巷	hɔŋ35	巷 小巷，街巷
學	hɔk022	学 学习
握	ŋak055	握 握手
崩	pɐŋ55	崩 山崩
北	pɐk055	北 北方
朋	pʰeŋ21	朋 朋友
墨	mɐk022	墨 笔墨
默	mɐk022	默 默写
登	tɐŋ55	登 登山
燈	tɐŋ55	灯 灯光
等	tɐŋ35	等 高等
凳	tɐŋ33	凳 凳子
得	tɐk055	得 得到
德	tɐk055	德 道德
騰	tʰɐŋ21	腾 奔腾
藤	tʰɐŋ21	藤 藤椅
疼	tʰɐŋ21	疼 疼痛
鄧	tɐŋ22	邓 姓
澄	tʰɐŋ21	澄 澄清
特	tɐk022	特 特别
能	lɐŋ21	能 才能
棱	leŋ21	棱 棱角
肋	lak022	肋 肋骨
勒	lak022	勒 勒索
曾	tsɐŋ55	曾 姓
增	tsɐŋ55	增 增加
憎	tsɐŋ55	憎 憎恨
則	tsɐk055	则 否则
曾	tsʰɐŋ21	曾 曾经
層	tsʰɐŋ21	层 层次
贈	tsɐŋ22	赠 赠送
賊	tsʰak022	贼 做贼
僧	tsɐŋ55	僧 唐僧
塞	sɐk055	塞 阻塞
肯	hɐŋ35	肯 肯定
刻	hɐk055	刻 刀刻，雕刻
刻	hɐk055	刻 时刻
克	hɐk055	克 克服
黑	hɐk055	黑 黑白
恆	hɐŋ21	恒 永恒
冰	peŋ55	冰 结冰
逼	pek055	逼 被逼
憑	pʰɐŋ21	凭 文凭
匿	lek033	匿 匿名
陵	leŋ21	陵 陵园
凌	leŋ21	凌 冰凌；凌厉
菱	leŋ21	菱 菱角
力	lek022	力 力量
即	tsek055	即 立即
鯽	tsek055	鲫 鲫鱼
息	sek055	息 休息
熄	sek055	熄 熄灭
媳	sek055	媳 媳妇
徵	tseŋ55	征 征求
澄	tʰɐŋ21	澄 水浑，澄一澄
懲	tsʰeŋ21	惩 惩罚
橙	tsʰaŋ35	橙 橙子
瞪	tɐŋ55	瞪 瞪眼
直	tsek022	直 直接
値	tsek022	值 价值
側	tsɐk055	侧 侧面
測	tsʰɐk055	测 测量
色	sek055	色 色彩
嗇	sek055	啬 吝啬
蒸	tseŋ55	蒸 蒸发
拯	tsʰeŋ35	拯 拯救
證	tseŋ33	证 证明
症	tseŋ33	症 病症
織	tsek055	织 织布
職	tsek055	职 职务
稱	tsʰeŋ55	称 称呼；称重量
稱	tsʰeŋ33	称 相称，称心
秤	tsʰeŋ33	秤 一杆秤
乘	seŋ21	乘 乘法
繩	seŋ21	绳 麻绳
塍	tʰɐŋ21	塍 田塍
剩	seŋ22	剩 剩余
食	sek022	食 食物
蝕	sek022	蚀 月蚀，腐蚀
升	seŋ55	升 升级
勝	seŋ33	胜 胜败，战胜
勝	seŋ33	胜 胜任
識	sek055	识 认识
式	sek055	式 式样
飾	sek055	饰 装饰
承	seŋ21	承 继承
丞	seŋ21	丞 丞相
殖	tsek022	殖 繁殖
植	tsek022	植 植物
仍	jeŋ21	仍 仍然
扔	jeŋ21	扔 扔掉
棘	kʰek055	棘 棘手
極	kek022	极 南极
凝	jeŋ21	凝 凝固
興	heŋ55	兴 兴旺
興	heŋ33	兴 高兴
應	jeŋ33	应 应对，响应
鷹	jeŋ55	鹰 老鹰
應	jeŋ55	应 应该
憶	jek055	忆 回忆
億	jek055	亿 亿万
抑	jek055	抑 压抑
蠅	jeŋ21	蝇 苍蝇
孕	jɐn35	孕 怀孕
翼	jek033	翼 机翼
國	kɔk033	国 中国
弘	wɐŋ21	弘 弘扬
或	wak022	或 或者
惑	wak022	惑 迷惑
域	wek022	域 地域
百	pak033	百 百姓
柏	pak033	柏 柏树
伯	pak033	伯 伯父
迫	pek055	迫 迫害
烹	pʰaŋ55	烹 烹调
碰	pʰoŋ33	碰 碰到
拍	pʰak033	拍 拍球
珀	pʰak033	珀 琥珀
魄	pʰak033	魄 魂魄
彭	pʰaŋ21	彭 姓
膨	pʰaŋ21	膨 膨胀
白	pak022	白 白色；白吃白喝
帛	pak022	帛 财帛
盲	maŋ21	盲 盲人，文盲
虻	mɔŋ21	虻 牛虻
猛	maŋ24	猛 凶猛
孟	maŋ24	孟 孟子
陌	mak022	陌 陌生
打	ta35	打 打针
冷	laŋ24	冷 天冷
撑	tsʰaŋ33	撑 支撑
拆	tsʰak033	拆 拆开
澤	tsak022	泽 毛泽东
擇	tsak022	择 择菜；选择
宅	tsat022	宅 住宅
窄	tsak022	窄 狭窄
生	saŋ55	生 生活；生小孩
牲	saŋ55	牲 牺牲；畜牲
笙	seŋ55	笙 乐器
甥	saŋ55	甥 外甥
省	saŋ35	省 省长
省	saŋ35	省 节省
更	kɐŋ33	更 更加
庚	kaŋ55	庚 庚子，庚款
羹	kaŋ55	羹 调羹
哽	kaŋ35	哽 骨哽在喉
埂	kɛn33	埂 田埂
梗	kɛn33	梗 菜梗
更	kaŋ55	更 三更；更换
格	kak022	格 格子
坑	haŋ55	坑 坑害
客	hak033	客 客人
硬	ŋaŋ22	硬 软硬
額	ŋak022	额 名额
亨	hɛn55	亨 大亨
赫	hak022	赫 显赫
嚇	hak022	吓 吓一跳
行	haŋ21	行 行走；行为
衡	hɐŋ21	衡 平衡
杏	hɐŋ22	杏 杏仁
行	hɐŋ21	行 品行
浜	pɐŋ55	浜 沙家浜
繃	pɐŋ55	绷 绷带
逬	peŋ33	迸 迸裂
擘	mɔk055	擘 用手擘开
棚	pʰaŋ21	棚 瓜棚
蚌	pʰɔŋ35	蚌 蚌壳
萌	mɛn21	萌 萌芽
氓	mɐn21	氓 流氓
麥	mak022	麦 大麦
脈	mɐk022	脉 把脉
摘	tsak022	摘 文摘；摘花
橙	tsʰaŋ35	橙 橙子，脐橙
爭	tsaŋ55	争 争吵，战争
箏	tsaŋ55	筝 风筝
睜	tsɐŋ55	睁 睁眼
踭	tsaŋ55	踭 脚后跟
責	tsak033	责 责任
策	tsʰak033	策 策略
冊	tsʰak033	册 书册
耕	kaŋ55	耕 耕田
耿	kɐŋ35	耿 耿耿于怀
革	kak033	革 革命；皮革
隔	kak033	隔 隔开，隔壁
莖	keŋ33	茎 花茎
幸	hɐŋ22	幸 幸福
核	hɐt022	核 果核
核	hɐt022	核 核对
鶯	ɛn55	莺 黄莺
鸚	jeŋ55	鹦 鹦鹉
櫻	jeŋ55	樱 樱桃
扼	ŋɐk055	扼 扼杀
軛	ak033	轭 牛轭（牛耕田时套的工具）
兵	peŋ55	兵 当兵
丙	peŋ35	丙 甲乙丙丁
秉	pɐn35	秉 秉公办事
柄	piɛŋ33	柄 把柄
碧	pek055	碧 碧玉
平	pʰeŋ21	平 平时
坪	pʰiɛŋ21	坪 草坪
評	pʰeŋ21	评 批评
病	miɛŋ33	病 生病
鳴	meŋ21	鸣 鸣叫
明	meŋ21	明 明年
盟	mɐŋ21	盟 同盟
皿	meŋ24	皿 器皿
命	meŋ22	命 命令；一条命
京	keŋ55	京 北京
荆	keŋ55	荆 荆州
驚	kiɛŋ55	惊 吃惊，好惊
境	keŋ35	境 境界
景	keŋ35	景 景色
警	keŋ35	警 警察
敬	keŋ33	敬 敬爱
竟	keŋ33	竟 竟然
鏡	kiɛŋ33	镜 镜子，圆镜
戟	kek055	戟 方天画戟
卿	heŋ55	卿 人名用字；爱卿
慶	heŋ33	庆 庆祝
擎	kʰeŋ21	擎 举起
鯨	kʰeŋ21	鲸 鲸鱼
競	keŋ22	竞 竞争
劇	kʰiɛk033	剧 剧烈
劇	kʰiɛk033	剧 戏剧
屐	kʰiɛk033	屐 木屐
迎	jeŋ21	迎 欢迎
逆	jek022	逆 逆风
英	jeŋ55	英 英雄
影	jeŋ35	影 电影
映	jeŋ35	映 反映
餠	piɛŋ35	饼 饼干
倂	peŋ33	并 合并
璧	pek055	璧 玉璧
聘	pʰeŋ33	聘 聘请
僻	pʰek055	僻 偏僻
癖	pʰek055	癖 癖好，怪癖
辟	pʰek055	辟 开辟
名	meŋ21	名 名字
領	leŋ35	领 领钱；衣领
嶺	liɛŋ35	岭 山岭，岭南
令	leŋ22	令 令人
精	tseŋ55	精 精神
晶	tseŋ55	晶 水晶
睛	tsiɛŋ55	睛 眼睛
井	tsiɛŋ35	井 一口井；井井有条
積	tsek055	积 积极
跡	tsek055	迹 笔迹
脊	tsiɛk033	脊 背脊
淸	tsʰeŋ55	清 清洁，水很清
請	tsʰeŋ35	请 请人，邀请
情	tsʰeŋ21	情 情节
晴	tsʰeŋ21	晴 天晴
靜	tseŋ22	静 安静
淨	tseŋ21	净 净重；干净
籍	tsek022	籍 籍贯
藉	tsek022	藉 狼藉
省	saŋ35	省 反省
性	seŋ33	性 性别
姓	seŋ33	姓 姓名
惜	sek055	惜 可惜
昔	sek055	昔 今昔
席	tsek022	席 酒席；主席
蓆	tsiɛk022	席 草席
夕	tsek022	夕 夕阳
貞	tseŋ55	贞 贞节
偵	tseŋ55	侦 侦察
逞	tsʰeŋ21	逞 得逞
呈	tsʰeŋ21	呈 呈现
程	tsʰeŋ21	程 程度；姓
鄭	tsiɛŋ22	郑 姓；郑重
正	tseŋ22	正 正月
征	tseŋ55	征 长征；征兵
整	tseŋ35	整 整体
正	tseŋ33	正 正直，方正
政	tseŋ33	政 政治
隻	tsiɛk033	只 一只
赤	tsʰak022	赤 赤脚
斥	tsʰek055	斥 排斥
尺	tsʰiɛk033	尺 尺寸，一把尺
射	sɛ22	射 射箭
聲	siɛŋ55	声 声音
聖	seŋ33	圣 神圣
適	sek055	适 合适
釋	sek055	释 解释
成	seŋ21	成 完成
城	seŋ21	城 县城
誠	seŋ21	诚 诚心
盛	seŋ22	盛 兴盛；姓
石	siɛk022	石 石头
頸	kiɛŋ35	颈 头颈
勁	keŋ33	劲 有劲
輕	hiɛŋ55	轻 轻重
嬰	jeŋ55	婴 婴儿
纓	jeŋ55	缨 红缨枪
益	jek055	益 利益
盈	jeŋ21	盈 盈利
贏	jiɛŋ21	赢 输赢
亦	jek033	亦 亦可
譯	jek033	译 翻译
易	jek033	易 交易
液	jek033	液 液体
腋	jek033	腋 腋下
壁	pek055	壁 墙壁
拼	pʰeŋ33	拼 拼音，拼图
劈	pʰiɛk033	劈 雷劈，刀劈
甁	pʰeŋ21	瓶 瓶子
屛	pʰeŋ21	屏 屏风
萍	pʰeŋ21	萍 萍水相逢；萍乡
並	peŋ33	并 并且
銘	meŋ21	铭 铭刻
冥	meŋ35	冥 冥王，冥钞
覓	mek022	觅 寻觅
丁	teŋ55	丁 甲乙丙丁；姓
釘	tiɛŋ55	钉 钉书（动）
疔	teŋ55	疔 疔疮
叮	tiɛŋ55	叮 蚊子咬
頂	teŋ35	顶 顶好；山顶
鼎	teŋ35	鼎 鼎盛
釘	tiɛŋ55	钉 铁钉（名）
訂	teŋ22	订 订合同，预订
的	tek055	的 目的
滴	tek022	滴 滴水
嫡	tek022	嫡 嫡系，嫡亲
聽	tʰiɛŋ55	听 听见，听话
廳	tʰiɛŋ55	厅 客厅
聽	tʰiɛŋ33	听 听任
踢	tʰiɛk033	踢 踢球
剔	tʰek055	剔 挑剔
亭	tʰeŋ21	亭 凉亭
停	tʰeŋ21	停 停下
廷	tʰeŋ21	廷 朝廷
庭	tʰeŋ21	庭 家庭
蜓	tʰeŋ21	蜓 蜻蜓
艇	tʰiɛŋ35	艇 潜艇
挺	tʰeŋ35	挺 挺胸
錠	teŋ33	锭 银锭
定	teŋ33	定 坚定
笛	tiɛk033	笛 笛子
敵	tek022	敌 敌人
狄	tek022	狄 姓
糴	tiɛk033	籴 籴米（买米）
寧	leŋ21	宁 安宁
寧	leŋ21	宁 宁可
溺	lek055	溺 溺死
靈	leŋ21	灵 灵活
零	leŋ21	零 零碎；零分；十零个
鈴	leŋ21	铃 风铃
伶	leŋ21	伶 伶俐；伶仃
拎	leŋ55	拎 提
另	leŋ22	另 另外
歷	lek022	历 经历，历史
曆	lek022	历 日历，历书
礫	lek055	砾 瓦砾
績	tsek055	绩 成绩
靑	tsʰeŋ55	青 青年；青色
蜻	tsʰeŋ55	蜻 蜻蜓
戚	tsʰek055	戚 亲戚
寂	tsek022	寂 寂寞
星	seŋ55	星 星星
腥	siɛŋ55	腥 腥臭
醒	seŋ35	醒 醒来，清醒
錫	siɛk022	锡 无锡；锡纸
析	sek055	析 分析
經	keŋ55	经 经济
徑	keŋ33	径 半径
經	keŋ55	经 经纬
擊	kek055	击 击败
激	kek055	激 激动
喫	hiɛk033	吃 吃东西；吃亏
馨	heŋ55	馨 温馨
形	jeŋ21	形 形状
型	jeŋ21	型 型号
刑	jeŋ21	刑 刑法
礦	kʰɔŋ33	矿 煤矿
橫	waŋ21	横 横直
橫	waŋ21	横 蛮横
轟	kwɐŋ55	轰 轰炸
宏	wɐŋ21	宏 宏大
獲	wɔk022	获 获得
劃	wak022	划 计划
兄	heŋ55	兄 兄弟
榮	weŋ21	荣 光荣
永	weŋ24	永 永远
泳	weŋ24	泳 游泳
詠	weŋ24	咏 歌咏
傾	kʰeŋ55	倾 倾向
頃	kʰeŋ55	顷 顷刻
瓊	kʰeŋ21	琼 琼楼
營	jeŋ21	营 营养
穎	weŋ24	颖 新颖
疫	jek022	疫 疫苗
役	jek022	役 战役
螢	jeŋ21	萤 萤火虫
卜	pok055	卜 占卜
撲	pʰɔk033	扑 扑灭
仆	pʰɔk022	仆 仆倒
篷	pʰoŋ21	篷 帐篷
蓬	foŋ21	蓬 蓬勃；蓬蒿；蓬莱
僕	pʰok022	仆 仆人，奴仆
曝	pou22	曝 曝光
瀑	pou22	瀑 瀑布
蒙	moŋ21	蒙 蒙古
懵	moŋ35	懵 懵懂
木	mok033	木 木头
東	toŋ55	东 东方
董	toŋ35	董 姓
懂	toŋ35	懂 懂了；懵懂
凍	toŋ33	冻 冻死
棟	toŋ33	栋 栋梁
通	tʰoŋ55	通 通过
桶	tʰoŋ35	桶 木桶
捅	tʰoŋ35	捅 捅破了
痛	tʰoŋ33	痛 痛苦
禿	tʰok055	秃 秃顶
同	tʰoŋ21	同 同学
銅	tʰoŋ21	铜 铜器
桐	tʰoŋ21	桐 梧桐
筒	tʰoŋ21	筒 电筒
童	tʰoŋ21	童 儿童
瞳	tʰoŋ21	瞳 瞳孔
動	toŋ22	动 动作
洞	toŋ22	洞 山洞
獨	tok022	独 独立
讀	tok022	读 读书
籠	loŋ21	笼 牢笼
聾	loŋ21	聋 耳聋
嚨	loŋ21	咙 喉咙
攏	loŋ35	拢 靠拢
弄	loŋ33	弄 弄错
鹿	lok033	鹿 鹿茸
祿	lok033	禄 福禄寿
棕	tsoŋ55	棕 棕色
鬃	tsoŋ55	鬃 马鬃
總	tsoŋ35	总 总计
糉	tsoŋ33	粽 粽子
聰	tsʰoŋ55	聪 聪明
匆	tsʰoŋ55	匆 匆忙
葱	tsʰoŋ55	葱 香葱
囪	tsʰoŋ55	囱 烟囱
叢	tsʰoŋ21	丛 树丛
族	tsok022	族 民族
送	soŋ33	送 送客
速	tsʰok055	速 速度
公	koŋ55	公 公文
蚣	koŋ55	蚣 蜈蚣
工	koŋ55	工 工人
功	koŋ55	功 功课
攻	koŋ55	攻 攻击
貢	koŋ33	贡 贡献
穀	kok055	谷 稻谷
谷	kok055	谷 山谷
空	hoŋ55	空 空虚
孔	hoŋ35	孔 孔子
控	hoŋ33	控 控制
空	hoŋ55	空 亏空
哭	hok055	哭 痛哭
烘	hoŋ33	烘 烘干
哄	hoŋ35	哄 哄骗
紅	hoŋ21	红 红色
洪	hoŋ21	洪 洪水
鴻	hoŋ21	鸿 大展鸿图
虹	hoŋ21	虹 天上的虹
汞	koŋ33	汞 红汞
鬨	hoŋ33	哄 内哄，起哄
翁	joŋ55	翁 老翁；姓
瓮	oŋ33	瓮 米瓮
屋	ok055	屋 房屋
冬	toŋ55	冬 冬至
篤	tok055	笃 笃信
督	tok055	督 监督
統	tʰoŋ35	统 统一
毒	tok022	毒 毒药
農	loŋ21	农 农村
膿	loŋ21	脓 化脓
宗	tsoŋ55	宗 祖宗
綜	tsoŋ55	综 织布机上的综
鬆	soŋ55	松 松紧，放松
宋	soŋ33	宋 宋朝
酷	hou22	酷 残酷
沃	jok055	沃 肥沃
風	foŋ55	风 风气
楓	foŋ55	枫 枫树
瘋	foŋ55	疯 发疯
諷	foŋ33	讽 讽刺
福	fok055	福 福气
幅	fok055	幅 幅度
蝠	fok055	蝠 蝙蝠
複	fok055	复 重复，复印
腹	fok055	腹 心腹
豐	foŋ55	丰 丰衣足食
覆	fok055	覆 反覆
馮	foŋ21	冯 姓
鳳	foŋ22	凤 凤凰
服	fok022	服 服务
伏	fok022	伏 三伏
復	fok055	复 复原，恢复
袱	fok022	袱 包袱
夢	moŋ22	梦 做梦
目	mok022	目 目的
穆	mok022	穆 姓
牧	mok022	牧 畜牧
隆	loŋ21	隆 兴隆
六	lok022	六 第六
陸	lok022	陆 大陆
嵩	soŋ55	嵩 嵩山
肅	sok055	肃 严肃
宿	sok055	宿 星宿
中	tsoŋ55	中 当中，中秋
忠	tsoŋ55	忠 忠心
衷	tsʰoŋ55	衷 衷心，初衷
中	tsoŋ33	中 射中，中状元
竹	tsok055	竹 竹子
築	tsok055	筑 建筑
畜	tsʰok055	畜 牲畜
蟲	tsʰoŋ21	虫 虫子
仲	tsoŋ22	仲 杜仲
逐	tsok022	逐 驱逐
軸	tsok022	轴 轴承
崇	soŋ21	崇 崇高
縮	sok055	缩 缩小
終	tsoŋ55	终 终于
衆	tsoŋ33	众 群众
祝	tsok055	祝 庆祝
粥	tsok055	粥 煮粥
充	tsʰoŋ55	充 充分
叔	sok055	叔 叔叔
熟	sok022	熟 煮熟
淑	sok022	淑 淑女；人名
戎	joŋ21	戎 戎马
絨	joŋ35	绒 绒毛
肉	jok022	肉 肉体
弓	koŋ55	弓 弓箭
躬	koŋ55	躬 鞠躬
宮	koŋ55	宫 天宫，宫殿
菊	kok055	菊 菊花
麴	kʰok055	麴 酒麴
窮	kʰoŋ21	穷 穷人
畜	tsʰok055	畜 畜牧
蓄	tsʰok055	蓄 储蓄
郁	jok055	郁 忧郁；郁南
熊	hoŋ21	熊 熊猫
雄	hoŋ21	雄 英雄
融	joŋ21	融 融化
育	jok022	育 教育
封	foŋ55	封 开封
峯	foŋ55	峰 山峰
蜂	foŋ55	蜂 蜜蜂
鋒	foŋ55	锋 锋利
捧	pʰoŋ35	捧 捧走
逢	foŋ21	逢 相逢
縫	foŋ21	缝 缝衣服
奉	foŋ22	奉 奉献，奉承
俸	foŋ35	俸 俸禄
濃	loŋ21	浓 浓厚
龍	loŋ21	龙 龙头
壟	loŋ35	垄 垄断
綠	lok022	绿 碧绿
錄	lok022	录 记录
蹤	tsoŋ55	踪 踪迹
縱	tsoŋ55	纵 纵横
縱	tsoŋ33	纵 放纵
足	tsok055	足 满足
從	tsʰoŋ21	从 从容
促	tsʰok055	促 促进
從	tsʰoŋ21	从 跟从
慫	soŋ35	怂 怂恿
粟	sok055	粟 高粱粟；玉米
松	tsʰoŋ21	松 松树
誦	tsoŋ33	诵 朗诵
頌	tsoŋ33	颂 歌颂
訟	tsoŋ22	讼 诉讼
俗	tsok022	俗 风俗
續	tsok022	续 连续
寵	tsʰoŋ35	宠 宠爱
重	tsʰoŋ24	重 轻重
重	tsoŋ22	重 重要
重	tsʰoŋ21	重 重复
鐘	tsoŋ55	钟 闹钟
鍾	tsoŋ55	钟 钟爱
盅	tsoŋ55	盅 酒盅
種	tsoŋ35	种 种类（名、量）
腫	tsoŋ35	肿 臃肿
種	tsoŋ33	种 种树（动）
燭	tsok055	烛 蜡烛
囑	tsok055	嘱 遗嘱
衝	tsʰoŋ55	冲 冲锋
觸	tsok055	触 接触
贖	sok033	赎 赎罪
舂	tsoŋ55	舂 舂米
束	tsʰok055	束 装束
蜀	sok033	蜀 蜀国
屬	sok033	属 家属
茸	joŋ21	茸 参茸
辱	jok022	辱 侮辱
褥	jok022	褥 被褥
恭	koŋ55	恭 恭敬
供	koŋ33	供 供给，供不起
拱	koŋ35	拱 拱手
鞏	koŋ35	巩 巩固
供	koŋ33	供 上供
恐	hoŋ35	恐 恐怕
曲	kʰok055	曲 曲折，歌曲
共	koŋ22	共 共同
局	kok022	局 局部
玉	jok022	玉 玉器
獄	jok022	狱 监狱
胸	hoŋ55	胸 心胸
凶	hoŋ55	凶 吉凶
兇	hoŋ55	凶 凶恶，很凶
旭	jok055	旭 旭日
雍	joŋ55	雍 雍正
擁	joŋ35	拥 拥护
壅	oŋ55	壅 壅肥（施肥），壅人（埋人）
容	joŋ21	容 容易
蓉	joŋ21	蓉 芙蓉
庸	joŋ21	庸 平庸
溶	joŋ21	溶 溶化
熔	joŋ21	熔 熔化
甬	joŋ35	甬 甬道
勇	joŋ35	勇 勇敢
涌	joŋ35	涌 涌现
用	joŋ33	用 用处
欲	jok033	欲 欲速则不达
慾	jok033	欲 欲望
浴	jok033	浴 沐浴
攞	lɔ35	攞[拿]
嗰	kɔ33	嗰[那，代词]
屙	ɔ55	屙 （～屎）
欛	pɛŋ33	柄(斧~、刀~)
掱	pʰa21	掱[扒手]
鈀	pʰa21	农具
孖	ma55	孖[双、对]
乸	la35	乸[雌性]
摣	tsa55	揸（～车）
嘢	jɛ24	嘢[东西]
拄	tsy33	拄（～拐杖）
