#漢字	音標	解釋
多	to55	多 多少
宋	ɬʊŋ33	宋 宋朝
酷	hou21	酷 残酷
沃	iʊk055	沃 肥沃
風	fʊŋ55	风 风气
瘋	fʊŋ55	疯 发疯
諷	fʊŋ35	讽 讽刺
福	fʊk055	福 福气
幅	fʊk055	幅 幅度
複	fʊk055	复 重复，复印
豐	fʊŋ55	丰 丰衣足食
覆	fʊk055	覆 覆盖
馮	fʊŋ21	冯 姓
鳳	fʊŋ21	凤 凤凰
服	fʊk022	服 服务
伏	fʊk022	伏 三伏
夢	mʊŋ21	梦 做梦
目	mʊk022	目 目的
牧	mʊk022	牧 畜牧
隆	lʊŋ21	隆 兴隆
六	lʊk022	六 第六
陸	lʊk022	陆 大陆
嵩	sʊŋ55	嵩 嵩山
肅	ɬʊk055	肃 严肃
中	tsʊŋ55	中 当中，中秋
忠	tsʊŋ55	忠 忠心
衷	tsʰʊŋ55	衷 衷心，初衷
中	tsʊŋ33	中 射中，中状元
竹	tsʊk055	竹 竹子
築	tsʰʊk055	筑 建筑
畜	tsʰʊk055	畜 牲畜；畜牧
蟲	tsʰʊŋ21	虫 虫子
仲	tsʊŋ21	仲 杜仲
逐	tsʊk022	逐 驱逐
崇	sʊŋ21	崇 崇高
縮	ɬʊk055	缩 缩小
終	tsʊŋ55	终 终于
衆	tsʊŋ33	众 群众
祝	tsʊk055	祝 庆祝
粥	tsʊk055	粥 煮粥
充	tsʰʊŋ55	充 充分
叔	sʊk055	叔 叔叔
熟	sʊk022	熟 煮熟
淑	sʊk022	淑 淑女；人名
絨	ȵiʊŋ21	绒 绒毛，绒线
肉	ȵiʊk022	肉 肉体
弓	kʊŋ55	弓 弓箭
宮	kʊŋ55	宫 天宫，宫殿
菊	kʰʊk055	菊 菊花
窮	kʰʊŋ21	穷 穷人
蓄	tsʰʊk055	蓄 储蓄
郁	ʋɐʔ055	郁 忧郁；郁南
熊	iʊŋ21	熊 熊猫
雄	hʊŋ21	雄 英雄
融	iʊŋ21	融 融化
育	iʊk022	育 教育
封	fʊŋ55	封 开封
峯	fʊŋ55	峰 山峰
鋒	fʊŋ55	锋 锋利
捧	fʊŋ35	捧 捧走
逢	fʊŋ21	逢 相逢
縫	fʊŋ21	缝 缝衣服
奉	fʊŋ21	奉 奉献，奉承
俸	fʊŋ35	俸 俸禄
濃	nʊŋ21	浓 浓厚
龍	lʊŋ21	龙 龙头
壟	lʊŋ35	垄 垄断
綠	lʊk022	绿 碧绿
錄	lʊk022	录 记录
蹤	tsʊŋ55	踪 踪迹
縱	tsʊŋ55	纵 纵横；放纵
足	tsʊk055	足 满足
從	tsʰʊŋ21	从 从容；跟从
促	tsʰʊk055	促 促进
粟	ɬʊk055	粟 高粱粟；玉米
松	tsʰʊŋ21	松 松树
誦	tsʊŋ21	诵 朗诵
頌	tsʊŋ21	颂 歌颂
訟	tsʊŋ21	讼 诉讼
俗	ɬʊk022	俗 风俗
續	tsʊk022	续 连续
寵	tsʰʊŋ13	宠 宠爱
重	tsʰʊŋ21	重 重复
重	tsʰʊŋ13	重 轻重
重	tsʰʊŋ13	重 重要
鐘	tsʊŋ55	钟 闹钟
盅	tsʊŋ55	盅 酒盅
種	tsʊŋ35	种 种类（名、量）
腫	tsʊŋ35	肿 臃肿
種	tsʊŋ33	种 种树（动）
燭	tsʊk055	烛 蜡烛
囑	tsʊk055	嘱 遗嘱
衝	tsʰʊŋ55	冲 冲锋
觸	tsʰʊk055	触 接触
贖	sʊk022	赎 赎罪
舂	tsʊŋ55	舂 舂米
束	tsʰʊk055	束 结束
蜀	tsʊk055	蜀 蜀国
屬	sʊk022	属 家属
茸	iʊŋ21	茸 参茸
辱	ȵiʊk022	辱 侮辱
恭	kʊŋ55	恭 恭敬
供	kʊŋ55	供 供楼，供不起（动）
拱	kʊŋ35	拱 拱手
鞏	kʊŋ35	巩 巩固
供	kʊŋ33	供 上供，供品（名）
恐	ʊŋ35	恐 恐怕
曲	kʰʊk055	曲 曲折，歌曲
共	kʊŋ21	共 共同
局	kʊk022	局 局部
玉	ȵiʊk022	玉 玉器
獄	ȵiʊk022	狱 监狱
胸	hʊŋ55	胸 心胸
凶	hʊŋ55	凶 吉凶；凶恶
雍	iʊŋ55	雍 雍正
癰	iʊŋ55	痈 恶性脓疮，骨痈
擁	iʊŋ35	拥 拥护
壅	ʊŋ55	壅 壅肥（施肥），壅人（埋人）
容	iʊŋ21	容 容易
庸	iʊŋ21	庸 平庸
溶	iʊŋ21	溶 溶化
甬	iʊŋ35	甬 甬道
勇	iʊŋ13	勇 勇敢
用	iʊŋ21	用 用处
慾	iʊk022	欲 欲望
浴	iʊk022	浴 沐浴
攞	lo35	攞 拿
嗰	nei55	嗰 那
屙	o55	屙 屙屎
孖	ma55	孖 双生、一双
乸	na35	乸 雌性
嘢	iɛ13	嘢 东西
舦	tʰai33	舦 舵
捭	pʰɐi55	捭 削
脢	mui21	脢 背脊肉
碓	tui33	碓 木石做成的舂米器具
癐	kui21	癐 累
煲	pou55	煲 煲汤
冇	mou13	冇 没有
佬	lou35	佬 肥佬
嫽	tɐu33	嫽 调戏、逗弄
撬	kiau21	撬 撬门
踎	mɐu55	踎 蹲
褸	lɐu55	褛 大衣；蒙盖住
睺	hɐu55	睺 盯紧
嬲	nɐu55	嬲 恼怒
抌	tɐm35	抌 用手锤：抌心抌肺
腩	nam13	腩 腹肉：肚腩
扻	kwaʔ033	扻 掴：掴一巴掌
啱	ŋam55	啱 合适
啖	tam21	啖 口（量词）：头啖汤
冚	kʰɐm35	冚 盖
諗	nɐm35	谂 思考
腍	nɐm21	腍 黏而软：柿子腍
笪	taʔ033	笪 一种用粗竹篾编成的像席的东西，晾晒粮食用
邋	laʔ022	邋 邋遢
梘	kaŋ35	枧 肥皂：香梘
慳	haŋ55	悭 节省：慳钱
跣	waʔ022	跣 滑
奀	ŋɐn55	奀 个子瘦小：奀仔
扤	ɬɐu35	扤 摇动：扤脚
乜	mɐʔ055	乜 什么：乜嘢
圂	wɐn33	圂 关禁：圂住
搵	wɐn35	揾 找
簕	lɐʔ022	簕 刺：簕瓜、簕杜鹃
罌	aŋ55	罂 大腹小口的瓦器，可装酒等
呃	ŋɐʔ055	呃 骗
靚	liɛŋ33	靓 漂亮
嚦	liɛʔ055	呖 利害、能干：嚦仔
擗	pʰiɛʔ033	擗 扔弃
掟	tiɛŋ33	掟 扔：掟石头
壢	liɛʔ022	坜 畦
睩	lʊk055	睩 转眼珠
轆	lʊk055	辘 轮子
喐	ȵiʊk055	喐 动：喐手
竂	liu21	竂 棚子：茅竂，鸡竂
炖	tɐn21	炖 隔水炖：炖鸡
圳	tsɐn33	圳 沟：田中小沟
戟	kek055	戟 药名：巴戟
唔	mm̍21	唔 不
噍	ȵiai33	噍 嚼
猋	piu55	猋 跳，快走
罅	kɛ21	罅 缝：手指罅
珓	kau33	旧时迷信者卜卦用的器具，用两块蚌壳或形似蚌壳的竹木片做成：杯珓
撈	liau55	捞 打捞（从水中捞东西）
丘	iɐu55	丘 山丘
創	tsʰɔŋ35	创 创造
平	pʰiɛŋ21	平 平整（白）
命	miɛŋ21	命 一条命（白）
驚	keŋ55	惊 吃惊（文）
井	tseŋ35	井 井井有条（文）
釘	tiɛŋ55	钉 铁钉（名，白）；钉书（动）
靈	liɛŋ21	灵 很灵（白）
靑	tsʰiɛŋ55	青 很青 青色（白）
腥	ɬiɛŋ55	腥 臭腥（白）
醒	ɬiɛŋ35	醒 睡醒（白）
錫	ɬiɛʔ033	锡 锡纸 金属名（白）
