#漢字	音標	解釋
多	to55	多 多少
藏	tʃʰɔŋ21	藏 隐藏
藏	tʃʰɔŋ21	藏 西藏
臟	tʃɔŋ21	脏 内脏
鑿	tʃɔʔ033	凿 用凿子凿
昨	tʃɔʔ033	昨 昨天
桑	ɬɔŋ55	桑 桑树
喪	ɬɔŋ33	丧 婚丧，丧事
嗓	ɬɔŋ55	嗓 嗓子
喪	ɬɔŋ33	丧 丧失
索	ʃɔʔ033	索 绳索
岡	kɔŋ55	冈 井冈山
崗	kɔŋ55	岗 站岗
剛	kɔŋ55	刚 刚好
綱	kɔŋ33	纲 大纲
鋼	kɔŋ33	钢 钢铁，炼钢
缸	kɔŋ55	缸 水缸
杠	kɔŋ55	杠 抬物用具，高低杠
各	kɔʔ033	各 各位
閣	kɔʔ033	阁 阁下；阁楼
擱	kɔʔ033	搁 耽搁
康	hɔŋ55	康 健康
糠	hɔŋ55	糠 谷糠，米糠
慷	hɔŋ55	慷 慷慨
抗	kʰɔŋ33	抗 反抗
昂	ŋɔŋ13	昂 昂首，高昂
腭	ŋɔk022	腭 上腭
鱷	ŋɔk022	鳄 鳄鱼
鄂	ŋɔk022	鄂 湖北简称
郝	kʰɔk055	郝 姓
行	hɔŋ21	行 银行
杭	hɔŋ21	杭 杭州
航	hɔŋ21	航 航行
鶴	hɔk033	鹤 仙鹤
骯	ɔŋ55	肮 肮脏
惡	ɔʔ033	恶 善恶，恶霸
娘	niaŋ21	娘 爹娘
釀	niaŋ21	酿 酿酒
良	liaŋ21	良 良好
凉	liaŋ21	凉 凉快
量	liaŋ21	量 量尺寸
糧	liaŋ21	粮 粮食
梁	liaŋ21	梁 梁山；姓
粱	liaŋ21	粱 高粱
兩	liaŋ13	两 两个
兩	liaŋ35	两 斤两
亮	liaŋ21	亮 天亮
諒	liaŋ21	谅 原谅
輛	liaŋ35	辆 车辆
量	liaŋ21	量 数量
略	liaʔ022	略 战略
掠	liaʔ022	掠 掠夺
將	tʃiaŋ33	将 将来；将军
漿	tʃiaŋ33	浆 浆糊
蔣	tʃiaŋ35	蒋 蒋介石
槳	tʃiaŋ33	桨 木桨
獎	tʃiaŋ35	奖 奖品
將	tʃiaŋ33	将 大将，将士
醬	tʃiaŋ33	酱 酱油，辣椒酱
爵	tʃiak033	爵 爵位
雀	tʃiak033	雀 麻雀
槍	tʃʰiaŋ55	枪 手枪
搶	tʃʰiaŋ35	抢 抢东西
鵲	tʃʰiak033	鹊 喜鹊
牆	tʃʰiaŋ21	墙 墙壁
匠	tʃiaŋ21	匠 木匠
嚼	tʃiak033	嚼 嚼碎，咀嚼
相	ɬiaŋ55	相 互相
箱	ɬiaŋ55	箱 箱子
廂	ɬiaŋ55	厢 车厢
湘	ɬiaŋ55	湘 湖南简称
襄	ɬiaŋ55	襄 襄阳
鑲	ɬiaŋ55	镶 镶牙
想	ɬiaŋ35	想 想念
相	ɬiaŋ33	相 相貌，看相
削	ɬiak033	削 剥削
詳	tʃʰiaŋ21	详 详细
祥	tʃʰiaŋ21	祥 慈祥
象	tʃiaŋ21	象 大象
像	tʃiaŋ21	像 像章，相像
橡	tʃiaŋ21	橡 橡胶；橡树
張	tʃiaŋ55	张 一张纸；姓
長	tʃʰiaŋ21	长 长短
漲	tʃiaŋ33	涨 涨价
帳	tʃiaŋ33	帐 蚊帐
賬	tʃiaŋ33	账 算账
脹	tʃiaŋ33	胀 肿胀
着	tʃiak033	着 着衣，着装
暢	tʃʰiaŋ33	畅 畅快
長	tʃiaŋ35	长 生长
腸	tʃʰiaŋ21	肠 肠胃
場	tʃʰiaŋ21	场 场地
丈	tʃiaŋ21	丈 一丈；老丈人
仗	tʃiaŋ33	仗 打仗
杖	tʃiaŋ21	杖 拐杖
着	tʃiak022	着 睡着；着火
莊	tʃɔŋ55	庄 村庄
裝	tʃɔŋ55	装 假装
妝	tʃɔŋ55	妆 化妆
壯	tʃɔŋ33	壮 壮大，强壮
瘡	tʃʰɔŋ55	疮 痔疮
闖	tʃʰɔŋ35	闯 闯祸
創	tʃʰɔŋ35	创 创造
牀	tʃʰɔŋ21	床 机床
狀	tʃɔŋ21	状 状元
霜	ɬɔŋ55	霜 落霜，霜降
孀	ɬɔŋ55	孀 遗孀
爽	ʃɔŋ35	爽 爽快
章	tʃiaŋ55	章 文章
樟	tʃiaŋ55	樟 樟树
掌	tʃiaŋ35	掌 巴掌
障	tʃiaŋ33	障 保障
瘴	tʃiaŋ33	瘴 瘴气
酌	tʃiak033	酌 酌情
昌	tʃʰiaŋ55	昌 昌盛
菖	tʃʰiaŋ55	菖 菖蒲
娼	tʃʰiaŋ55	娼 娼妓
厰	tʃʰɔŋ35	厂 厂长
唱	tʃʰiaŋ33	唱 唱歌
倡	tʃʰiaŋ55	倡 提倡
綽	tʃʰɔk033	绰 绰号；绰绰有余
焯	tʃʰɔk033	焯 把菜放在开水里焯一焯
商	ʃiaŋ55	商 商业
傷	ʃiaŋ55	伤 伤害
賞	ʃiaŋ35	赏 欣赏
晌	hiaŋ35	晌 晌午
餉	hiaŋ35	饷 军饷
常	ʃiaŋ21	常 经常
嘗	ʃiaŋ21	尝 品尝
裳	ʃiaŋ21	裳 衣裳
償	ʃiaŋ21	偿 赔偿
上	ʃiaŋ13	上 上山（动）
尙	ʃiaŋ21	尚 和尚
上	ʃiaŋ21	上 上面（名）
勺	tʃiak033	勺 饭勺，勺子
芍	tʃiak033	芍 芍药花；白芍
瓤	nɔŋ55	瓤 瓜瓤
壤	ȵiaŋ13	壤 土壤
攘	ȵiaŋ13	攘 推推攘攘
讓	ȵiaŋ21	让 让座
若	iak022	若 若无其事
弱	ȵiak022	弱 弱点
疆	kiaŋ55	疆 新疆
僵	kiaŋ55	僵 僵硬
薑	kiaŋ55	姜 生姜
繮	kiaŋ55	缰 缰绳
姜	kiaŋ55	姜 姜太公，姓
脚	kiak033	脚 赤脚
卻	kʰiak033	却 退却
强	kʰiaŋ21	强 强大
强	kʰiaŋ21	强 勉强
仰	ŋiaŋ13	仰 仰视
虐	ŋiak022	虐 虐待
瘧	iak022	疟 疟疾
香	hiaŋ55	香 香气
鄕	hiaŋ55	乡 乡下
享	hiaŋ35	享 分享
響	hiaŋ35	响 音响
向	hiaŋ33	向 向前
央	iaŋ55	央 中央
秧	iaŋ55	秧 插秧
殃	iaŋ55	殃 遭殃
約	iak033	约 约定
羊	iaŋ21	羊 绵羊
洋	iaŋ21	洋 海洋
楊	iaŋ21	杨 杨树
陽	iaŋ21	阳 太阳
揚	iaŋ21	扬 发扬
瘍	iaŋ21	疡 溃疡
養	iaŋ13	养 养猪
癢	iaŋ13	痒 皮肤痒
樣	iaŋ21	样 样子
藥	iak022	药 吃药
躍	iak033	跃 跳跃
光	kɔŋ55	光 阳光
廣	kɔŋ35	广 广东
郭	kɔk033	郭 姓
曠	kʰɔŋ33	旷 旷工
廓	kɔk033	廓 轮廓
擴	kʰɔŋ33	扩 扩充
荒	fɔŋ55	荒 荒地
慌	fɔŋ55	慌 心慌
謊	fɔŋ55	谎 说谎
霍	kʰɔk033	霍 霍乱
藿	kʰɔk033	藿 藿香
黃	ʋɔŋ21	黄 黄色
簧	ʋɔŋ21	簧 弹簧
皇	ʋɔŋ21	皇 皇帝
蝗	ʋɔŋ21	蝗 蝗虫
凰	ʋɔŋ21	凰 凤凰
晃	fɔŋ35	晃 晃动，晃眼
鑊	ʋɔk033	镬 锅（炒菜用）
汪	ʋɔŋ55	汪 汪洋
方	fɔŋ55	方 地方
肪	fɔŋ35	肪 脂肪
坊	fɔŋ35	坊 作坊
倣	fɔŋ35	仿 仿效
放	fɔŋ33	放 放手
芳	fɔŋ55	芳 芳香
妨	fɔŋ21	妨 妨害，不妨
紡	fɔŋ35	纺 纺织
仿	fɔŋ35	仿 相仿，仿照
彷	fɔŋ35	仿 仿佛
訪	fɔŋ35	访 访问
房	fɔŋ21	房 房间
防	fɔŋ21	防 防止
縛	fɔk022	缚 缚鞋带，缚鸡
亡	mɔŋ21	亡 死亡
芒	mɔŋ55	芒 麦芒
網	mɔŋ13	网 鱼网
忘	mɔŋ21	忘 忘记
妄	mɔŋ13	妄 狂妄
望	mɔŋ21	望 希望
匡	kʰɔŋ55	匡 赵匡胤
筐	kʰɔŋ55	筐 箩筐
眶	kʰɔŋ55	眶 眼眶
框	kʰɔŋ55	框 门框
狂	kʰɔŋ21	狂 发狂
况	kʰɔŋ33	况 情况
枉	ʋɔŋ35	枉 冤枉
王	ʋɔŋ21	王 姓；大王
往	ʋɔŋ13	往 来往
旺	ʋɔŋ21	旺 兴旺
邦	pɔŋ55	邦 城邦；刘邦
綁	pɔŋ35	绑 松绑
剝	mɔk033	剥 剥削
駁	pɔk033	驳 反驳
胖	pʰun33	胖 肥胖
樸	pʰɔk033	朴 朴素
龐	pʰɔŋ21	庞 庞大
棒	foŋ35	棒 木棒
蚌	pʰɔŋ35	蚌 蚌壳
雹	pʰau55	雹 冰雹
樁	tʃɔŋ55	桩 打桩
桌	tʃʰɔk033	桌 书桌
卓	tʃʰɔk033	卓 卓越
琢	tiak033	琢 琢磨
啄	tiak033	啄 啄木鸟
戳	tʃʰɔk033	戳 戳破，戳穿
撞	tʃɔŋ21	撞 碰撞
濁	tʃok022	浊 清浊，浑浊
捉	tʃɔk033	捉 捕捉
窗	tʃʰɔŋ55	窗 窗户
鐲	tʃʰɔk033	镯 镯子，手镯
雙	ʃɔŋ55	双 一双
朔	ʃɔk033	朔 朔月（初一）
江	kɔŋ55	江 长江
扛	kɔŋ55	扛 肩扛
肛	koŋ55	肛 肛门
講	kɔŋ35	讲 讲话
港	kɔŋ35	港 港口
降	kɔŋ33	降 下降
虹	hoŋ21	虹 彩虹
覺	kʰɔk033	觉 知觉
角	kɔk033	角 角色
餃	kau35	饺 水饺
腔	kʰɔŋ55	腔 口腔
確	kʰɔk033	确 的确
殼	hɔk033	壳 蛋壳
嶽	ŋɔk022	岳 五岳
岳	ŋɔk022	岳 姓
樂	ŋɔk022	乐 音乐
夯	ham55	夯 打夯
降	kɔŋ33	降 投降
項	hɔn13	项 项链
巷	hɔŋ21	巷 小巷，街巷
學	hɔk022	学 学习
握	ɐt055	握 握手
崩	pɐŋ55	崩 山崩
北	pɐt055	北 北方
朋	pʰɐŋ21	朋 朋友
墨	mɐt022	墨 笔墨
默	mɐt022	默 默写
登	tɐŋ55	登 登山
燈	tɐŋ55	灯 灯光
等	tɐŋ35	等 高等
凳	tɐŋ33	凳 凳子
得	tɐt055	得 得到
德	tɐt055	德 道德
騰	tʰɐŋ21	腾 奔腾
藤	tʰɐŋ21	藤 藤椅
鄧	tɐŋ21	邓 姓
澄	kʰeŋ21	澄 澄清
特	tɐt022	特 特别
能	nɐŋ21	能 才能
棱	leŋ21	棱 棱角
肋	lɐt033	肋 肋骨
勒	lɐt033	勒 勒索
曾	tʃɐn55	曾 姓
增	tʃɐn55	增 增加
憎	tʃɐn55	憎 憎恨
則	tʃɐt055	则 否则
曾	tʃʰɐn21	曾 曾经
層	tʃʰɐn21	层 层次
贈	tʃɐn21	赠 赠送
賊	tʃʰaʔ022	贼 做贼
僧	tʃɐn55	僧 唐僧
塞	ɬɐt055	塞 阻塞
肯	hɐn35	肯 肯定
刻	hɐk055	刻 刀刻，雕刻
刻	hɐk055	刻 时刻
克	hɐk055	克 克服
黑	haʔ055	黑 黑白
恆	hɐŋ21	恒 永恒
冰	peŋ55	冰 结冰
逼	pek055	逼 被逼
憑	pʰɐŋ21	凭 文凭
匿	iak033	匿 匿名
陵	leŋ21	陵 陵园
凌	leŋ21	凌 冰凌；凌厉
菱	leŋ21	菱 菱角
力	lek022	力 力量
即	tʃek055	即 立即
鯽	tʃɐt055	鲫 鲫鱼
息	ɬek055	息 休息
熄	ɬek055	熄 熄灭
媳	ɬek055	媳 媳妇
徵	tʃeŋ55	征 征求
澄	kʰeŋ21	澄 水浑，澄一澄
懲	tʃʰeŋ21	惩 惩罚
橙	tʃʰaŋ21	橙 橙子
瞪	tʃʰaŋ33	瞪 瞪眼
直	tʃek022	直 直接
値	tʃek022	值 价值
側	tʃɐt055	侧 侧面
測	tʃʰɐt055	测 测量
惻	tʃɐt055	恻 恻隐之心
色	ʃek055	色 色彩
蒸	tʃeŋ55	蒸 蒸发
拯	ʃeŋ21	拯 拯救
證	tʃeŋ33	证 证明
症	tʃeŋ33	症 病症
織	tʃek055	织 织布
職	tʃek055	职 职务
稱	tʃʰeŋ55	称 称呼；称重量
稱	tʃʰeŋ55	称 相称，称心
秤	tʃʰeŋ33	秤 一杆秤
乘	ʃeŋ21	乘 乘法
繩	ʃeŋ21	绳 麻绳
剩	ʃeŋ21	剩 剩余
食	ʃek022	食 食物
蝕	ʃek022	蚀 月蚀，腐蚀
升	ʃeŋ55	升 升级
勝	ʃeŋ33	胜 胜败，战胜
勝	ʃeŋ33	胜 胜任
識	ʃek055	识 认识
式	ʃek055	式 式样
飾	ʃek055	饰 装饰
承	ʃeŋ21	承 继承
丞	ʃeŋ21	丞 丞相
殖	tʃek033	殖 繁殖
植	tʃek033	植 植物
仍	ŋeŋ21	仍 仍然
扔	ŋeŋ21	扔 扔掉
棘	kʰek055	棘 棘手
極	kek022	极 南极
凝	ŋeŋ21	凝 凝固
興	heŋ55	兴 兴旺
興	heŋ33	兴 高兴
應	ieŋ33	应 应对，响应
鷹	ieŋ55	鹰 老鹰
應	ieŋ55	应 应该
憶	iek055	忆 回忆
億	iek055	亿 亿万
抑	iek055	抑 压抑
蠅	ieŋ21	蝇 苍蝇
孕	iɐn21	孕 怀孕
翼	iek022	翼 机翼
國	kɔk033	国 中国
弘	hoŋ21	弘 弘扬
或	ʋak022	或 或者
惑	ʋak022	惑 迷惑
域	ʋak022	域 地域
百	pak033	百 百姓
柏	pʰak033	柏 柏树
伯	pak033	伯 伯父
迫	pek055	迫 迫害
烹	pʰaŋ55	烹 烹调
碰	pʰoŋ33	碰 碰到
拍	pʰak033	拍 拍球
珀	pʰak033	珀 琥珀
魄	pʰak033	魄 魂魄
彭	pʰaŋ21	彭 姓
膨	pʰaŋ21	膨 膨胀
白	pak022	白 白色；白吃白喝
帛	pak033	帛 财帛
盲	maŋ21	盲 盲人，文盲
虻	mɔŋ55	虻 牛虻
猛	mɐŋ13	猛 凶猛
孟	mɐŋ13	孟 孟子
陌	pak033	陌 陌生
打	ta35	打 打针
冷	laŋ13	冷 天冷
撑	tʃʰaŋ55	撑 支撑
拆	tʃʰak033	拆 拆开
澤	tʃak022	泽 毛泽东
擇	tʃak022	择 择菜；选择
宅	tʃak022	宅 住宅
窄	tʃak033	窄 狭窄
生	ʃaŋ55	生 生活；生小孩
牲	ʃaŋ55	牲 牺牲；畜牲
笙	ʃaŋ55	笙 乐器
甥	ʃaŋ55	甥 外甥
省	ʃaŋ35	省 省长
省	ʃaŋ35	省 节省
更	kɐŋ33	更 更加
粳	kɐŋ33	粳 粳米
庚	kaŋ55	庚 庚子，庚款
羹	kaŋ55	羹 调羹
哽	kʰɐŋ35	哽 骨哽在喉
梗	kwʰaŋ35	梗 菜梗
更	kɐŋ55	更 三更；更换
格	kak033	格 格子
骼	lɔk033	骼 骨骼
坑	hɐŋ55	坑 坑害
客	hak033	客 客人
硬	ŋaŋ33	硬 软硬
額	ŋak022	额 名额
亨	hɐŋ55	亨 大亨
赫	hak033	赫 显赫
嚇	hak033	吓 吓一跳
行	haŋ21	行 行走；行为
衡	hɐŋ21	衡 平衡
杏	hɐŋ21	杏 杏仁
行	hɐŋ21	行 品行
浜	pɐn55	浜 沙家浜
繃	pɐn55	绷 绷带
逬	peŋ33	迸 迸裂
擘	mak055	擘 用手擘开
檗	pʰak055	檗 黄檗（中药名）
棚	pʰaŋ21	棚 瓜棚
蚌	pʰɔŋ21	蚌 蚌壳
萌	meŋ21	萌 萌芽
氓	mɔŋ21	氓 流氓
麥	mɐt022	麦 大麦
脈	mɐt022	脉 把脉
摘	tʃak033	摘 文摘；摘花
橙	tʃʰaŋ21	橙 橙子，脐橙
爭	tʃaŋ55	争 争吵，战争
箏	tʃaŋ55	筝 风筝
睜	tʃʰaŋ55	睁 睁眼
踭	tʃaŋ55	踭 脚后跟
責	tʃak033	责 责任
策	tʃʰak033	策 策略
冊	tʃʰak033	册 书册
耕	kaŋ55	耕 耕田
耿	kɐn35	耿 耿耿于怀
革	kak033	革 革命；皮革
隔	kak033	隔 隔开，隔壁
莖	keŋ33	茎 花茎
幸	hɐŋ21	幸 幸福
核	ʋɐt022	核 果核
核	hɐt022	核 核对
鶯	ɐn55	莺 黄莺
鸚	ieŋ55	鹦 鹦鹉
櫻	ieŋ55	樱 樱桃
扼	ŋɐt055	扼 扼杀
軛	ak033	轭 牛轭（牛耕田时套的工具）
兵	peŋ55	兵 当兵
丙	peŋ35	丙 甲乙丙丁
秉	peŋ35	秉 秉公办事
柄	piaŋ33	柄 把柄
碧	pek055	碧 碧玉
平	pʰeŋ21	平 平时
坪	pʰeŋ21	坪 草坪
評	pʰeŋ21	评 批评
病	piaŋ21	病 生病
鳴	meŋ21	鸣 鸣叫
明	meŋ21	明 明年
盟	mɐŋ13	盟 同盟
皿	mɐŋ13	皿 器皿
命	meŋ21	命 命令（文）
京	keŋ55	京 北京
荆	keŋ55	荆 荆州
驚	kiaŋ55	惊 吃惊，好惊（白）
境	keŋ35	境 境界
景	keŋ35	景 景色
警	keŋ35	警 警察
敬	keŋ33	敬 敬爱
竟	keŋ35	竟 竟然
鏡	kiaŋ33	镜 镜子，圆镜
戟	kek055	戟 方天画戟
卿	heŋ55	卿 人名用字；爱卿
慶	heŋ33	庆 庆祝
擎	kʰin21	擎 举起
鯨	keŋ55	鲸 鲸鱼
競	keŋ21	竞 竞争
劇	kiak022	剧 剧烈
劇	kiak022	剧 戏剧
屐	kiak022	屐 木屐
迎	ŋeŋ21	迎 欢迎
逆	ŋak022	逆 逆风
英	ieŋ55	英 英雄
影	ieŋ35	影 电影
映	ieŋ35	映 反映
餠	piaŋ35	饼 饼干
倂	peŋ33	并 合并
璧	pek055	璧 玉璧
聘	pʰeŋ33	聘 聘请
僻	pʰek055	僻 偏僻
癖	pʰek055	癖 癖好，怪癖
辟	pʰek055	辟 开辟
名	miaŋ21	名 名字
領	leŋ13	领 领钱；领导
嶺	liaŋ13	岭 山岭
令	leŋ21	令 令人
精	tʃeŋ55	精 精神
晶	tʃeŋ55	晶 水晶
睛	tʃeŋ55	睛 眼睛
井	tʃiaŋ35	井 一口井
積	tʃek055	积 积极
跡	tʃek055	迹 笔迹
脊	tʃiak033	脊 背脊
淸	tʃʰeŋ55	清 清洁，水很清
請	tʃʰeŋ35	请 请人，邀请
情	tʃʰeŋ21	情 情节
晴	tʃʰeŋ21	晴 天晴
靜	tʃeŋ21	静 安静
靖	tʃeŋ21	靖 靖边，靖康
淨	tʃeŋ21	净 净重（文）
籍	tʃek022	籍 籍贯
藉	tʃek022	藉 狼藉
省	ʃaŋ35	省 反省
性	ɬeŋ33	性 性别
姓	ɬeŋ33	姓 姓名
惜	ɬek055	惜 可惜
昔	ɬek055	昔 今昔
席	tʃek022	席 酒席；主席
蓆	tʃiak022	席 草席
夕	tʃek022	夕 夕阳
貞	tʃeŋ55	贞 贞节
偵	tʃeŋ55	侦 侦察
逞	tʃʰeŋ21	逞 得逞
呈	tʃʰeŋ21	呈 呈现
程	tʃʰeŋ21	程 程度；姓
鄭	tʃeŋ21	郑 姓；郑重
擲	tap033	掷 掷骰子
正	tʃeŋ33	正 正月
征	tʃeŋ55	征 长征；征兵
整	tʃeŋ35	整 整体
正	tʃeŋ33	正 正直，方正
政	tʃeŋ33	政 政治
隻	tʃiak033	只 一只
炙	tʃek055	炙 炙手可热
赤	tʃʰiak033	赤 赤脚
斥	tʃʰek055	斥 排斥
尺	tʃʰiak033	尺 尺寸，一把尺
射	ʃe21	射 射箭
聲	ʃeŋ55	声 声音
聖	ʃeŋ33	圣 神圣
適	ʃek055	适 合适
釋	ɬek055	释 解释
成	ʃeŋ21	成 完成
城	ʃeŋ21	城 县城
誠	ʃeŋ21	诚 诚心
盛	ʃeŋ21	盛 兴盛；姓
石	ʃiak022	石 石头
頸	kiaŋ35	颈 头颈
勁	keŋ33	劲 有劲
輕	heŋ55	轻 轻重
嬰	ieŋ55	婴 婴儿
纓	ieŋ55	缨 红缨枪
益	iek055	益 利益
盈	ieŋ21	盈 盈利
贏	iaŋ21	赢 输赢
亦	iek022	亦 亦可
譯	iek022	译 翻译
易	iek022	易 交易
液	iek022	液 液体
腋	iek022	腋 腋下
壁	piak033	壁 墙壁
拼	pʰeŋ55	拼 拼音，拼图
劈	pʰiak033	劈 雷劈，刀劈
甁	pʰeŋ21	瓶 瓶子
屛	pʰeŋ21	屏 屏风
萍	pʰeŋ21	萍 萍水相逢；萍乡
並	peŋ33	并 并且
銘	meŋ21	铭 铭刻
冥	meŋ21	冥 冥王，冥钞
覓	mek055	觅 寻觅
丁	teŋ55	丁 甲乙丙丁；姓
釘	tiaŋ55	钉 钉书（动）
疔	teŋ55	疔 疔疮
叮	teŋ55	叮 蚊子咬
頂	teŋ35	顶 顶好；山顶
鼎	teŋ35	鼎 鼎盛
釘	tiaŋ55	钉 铁钉（名）
訂	teŋ33	订 订合同，预订
的	tek055	的 目的
滴	tek055	滴 滴水
嫡	tek055	嫡 嫡系，嫡亲
聽	tʰeŋ33	听 听见（文）
廳	tʰiaŋ55	厅 客厅
汀	teŋ55	汀 汀州
聽	tʰeŋ33	听 听任
踢	tʰiak033	踢 踢球
剔	tʰek055	剔 挑剔
亭	tʰeŋ21	亭 凉亭
停	tʰeŋ21	停 停下
廷	tʰeŋ21	廷 朝廷
庭	tʰeŋ21	庭 家庭
蜓	tʰeŋ21	蜓 蜻蜓
艇	tʰeŋ35	艇 潜艇
挺	tʰeŋ35	挺 挺胸
錠	teŋ21	锭 银锭
定	teŋ21	定 坚定
笛	tiak022	笛 笛子
敵	tek022	敌 敌人
狄	tek022	狄 姓
糴	tiak022	籴 籴米（买米）
寧	neŋ21	宁 安宁
寧	neŋ21	宁 宁可
溺	iak022	溺 溺死
靈	leŋ21	灵 灵活
零	leŋ21	零 零碎；零分（文）
鈴	leŋ21	铃 风铃
伶	leŋ21	伶 伶俐；伶仃
拎	niaŋ55	拎 提
翎	leŋ21	翎 翎毛
另	leŋ21	另 另外
歷	lek022	历 经历，历史
曆	lek022	历 日历（文）
績	tʃek055	绩 成绩
靑	tʃʰeŋ55	青 青年（文）
蜻	tʃʰeŋ55	蜻 蜻蜓
戚	tʃʰek055	戚 亲戚
寂	tʃek033	寂 寂寞
星	ɬeŋ55	星 星星
腥	ɬeŋ55	腥 腥臭（文）
醒	ɬeŋ35	醒 清醒，醒来
錫	ɬek055	锡 无锡（文）
析	ɬek055	析 分析
經	keŋ55	经 经济
徑	keŋ33	径 半径
經	keŋ55	经 经纬
擊	kek055	击 击败
激	kek055	激 激动
喫	hɐt055	吃 吃亏
馨	heŋ55	馨 温馨
形	ieŋ21	形 形状
型	ieŋ21	型 型号
刑	ieŋ21	刑 刑法
礦	kʰɔŋ33	矿 煤矿
橫	ʋaŋ21	横 横直
橫	ʋaŋ21	横 蛮横
轟	ʋɐŋ55	轰 轰炸
宏	hoŋ21	宏 宏大
獲	ʋak022	获 获得
劃	ʋak022	划 计划
兄	heŋ55	兄 兄弟
榮	ioŋ21	荣 光荣
永	ʋeŋ13	永 永远
泳	ʋeŋ13	泳 游泳
詠	ʋeŋ13	咏 歌咏
傾	kʰeŋ55	倾 倾向
頃	kʰeŋ35	顷 顷刻
瓊	kʰeŋ21	琼 琼楼
營	ieŋ21	营 营养
穎	ʋeŋ21	颖 新颖
疫	ʋek022	疫 疫苗
役	ʋek022	役 战役
螢	ieŋ21	萤 萤火虫
滎	ieŋ21	荥 荥阳
卜	pok055	卜 占卜
撲	pʰɔk033	扑 扑灭
仆	pʰɔk033	仆 仆倒
篷	pʰoŋ21	篷 帐篷
蓬	pʰoŋ21	蓬 蓬勃；蓬蒿；蓬莱
僕	pʰɔk033	仆 仆人，奴仆
曝	pou21	曝 曝光
瀑	pou21	瀑 瀑布
蒙	moŋ21	蒙 蒙古
懵	moŋ35	懵 懵懂
木	mok022	木 木头
東	toŋ55	东 东方
董	toŋ35	董 姓
懂	toŋ35	懂 懂了；懵懂
凍	toŋ33	冻 冻死
棟	toŋ35	栋 栋梁
通	tʰoŋ55	通 通过
桶	tʰoŋ35	桶 木桶
捅	tʰoŋ35	捅 捅破了
痛	tʰoŋ33	痛 痛苦
禿	tʰok055	秃 秃顶
同	tʰoŋ21	同 同学
銅	tʰoŋ21	铜 铜器
桐	tʰoŋ21	桐 梧桐
筒	tʰoŋ21	筒 电筒
童	tʰoŋ21	童 儿童
瞳	tʰoŋ21	瞳 瞳孔
動	toŋ21	动 动作
洞	toŋ21	洞 山洞
獨	tok022	独 独立
讀	tok022	读 读书
籠	loŋ21	笼 牢笼
聾	loŋ21	聋 耳聋
嚨	loŋ21	咙 喉咙
攏	loŋ35	拢 靠拢
弄	loŋ35	弄 弄错
鹿	lok033	鹿 鹿茸
祿	lok022	禄 福禄寿
棕	tʃoŋ55	棕 棕色
鬃	tʃoŋ55	鬃 马鬃
總	tʃoŋ35	总 总计
糉	tʃoŋ33	粽 粽子
聰	tʃʰoŋ55	聪 聪明
匆	tʃʰoŋ55	匆 匆忙
葱	tʃʰoŋ55	葱 香葱
囪	tʃʰoŋ55	囱 烟囱
族	tʃok022	族 民族
送	ɬoŋ33	送 送客
速	tʃʰok055	速 速度
公	koŋ55	公 公文
蚣	koŋ55	蚣 蜈蚣
工	koŋ55	工 工人
功	koŋ55	功 功课
攻	koŋ55	攻 攻击
貢	koŋ33	贡 贡献
穀	kok055	谷 稻谷
谷	kok055	谷 山谷
空	hoŋ55	空 空虚
孔	kʰoŋ35	孔 孔子
控	hoŋ33	控 控制
空	hoŋ55	空 亏空
哭	hok055	哭 痛哭
烘	hɔŋ33	烘 烘干
哄	hoŋ33	哄 哄骗
紅	hoŋ21	红 红色
洪	hoŋ21	洪 洪水
鴻	hoŋ21	鸿 大展鸿图
虹	hoŋ21	虹 天上的虹
汞	koŋ33	汞 红汞
鬨	hoŋ33	哄 内哄，起哄
斛	fok022	斛 石斛（中药）
翁	ioŋ55	翁 老翁；姓
瓮	aŋ55	瓮 米瓮
屋	ok055	屋 房屋
冬	toŋ55	冬 冬至
篤	tiak033	笃 笃信
督	tok055	督 监督
統	tʰoŋ35	统 统一
毒	tok022	毒 毒药
農	noŋ21	农 农村
膿	noŋ21	脓 化脓
宗	tʃoŋ55	宗 祖宗
綜	tʃoŋ55	综 织布机上的综
鬆	ɬoŋ55	松 松紧，放松
宋	ɬoŋ33	宋 宋朝
酷	hou21	酷 残酷
沃	iok055	沃 肥沃
風	foŋ55	风 风气
楓	foŋ55	枫 枫树
瘋	foŋ55	疯 发疯
諷	foŋ35	讽 讽刺
福	fok055	福 福气
幅	fok055	幅 幅度
蝠	fok055	蝠 蝙蝠
複	fok055	复 重复，复印
腹	fok055	腹 心腹
豐	foŋ55	丰 丰衣足食
覆	fok055	覆 反覆
馮	foŋ21	冯 姓
鳳	foŋ21	凤 凤凰
服	fok022	服 服务
伏	fok022	伏 三伏
復	fok055	复 复原，恢复
袱	fok055	袱 包袱
夢	moŋ21	梦 做梦
目	mok022	目 目的
穆	mok022	穆 姓
牧	mok022	牧 畜牧
隆	loŋ21	隆 兴隆
六	lok022	六 第六
陸	lok022	陆 大陆
嵩	ɬoŋ55	嵩 嵩山
肅	ɬok055	肃 严肃
宿	ɬok055	宿 星宿
中	tʃoŋ55	中 当中，中秋
忠	tʃoŋ55	忠 忠心
衷	tʃʰoŋ55	衷 衷心，初衷
中	tʃoŋ33	中 射中，中状元
竹	tʃok055	竹 竹子
